Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,compiledRelease/contracts/0/items/0/position,Entrega compilada:Contratos:Artículos Contratados:Descripción,compiledRelease/contracts/0/items/0/statusDetails,compiledRelease/contracts/0/items/0/status,Entrega compilada:Contratos:Artículos Contratados:Clasificación:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Esquema,Entrega compilada:Contratos:Artículos Contratados:Cantidad,compiledRelease/contracts/0/items/0/totalValue/amount,compiledRelease/contracts/0/items/0/totalValue/currency,compiledRelease/contracts/0/items/0/totalValue/currencyName,Entrega compilada:Contratos:Artículos Contratados:Unidad:ID,Entrega compilada:Contratos:Artículos Contratados:Unidad:Nombre,Entrega compilada:Contratos:Artículos Contratados:Unidad:Esquema
ocds-dgv273-seacev3-1187816,ocds-dgv273-seacev3-1187816-2026-09-23T10:17:18.985416-05:00,2393910,21202142,1,CEMENTO PORTLAND TIPO I X 42.50 kg,Contratado,active,3011160100012771,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,573750.0,538650.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190053,ocds-dgv273-seacev3-1190053-2026-09-23T10:17:09.379277-05:00,2382753,21207971,1,"ADQUISICION DE PERFIL PARANTE DE ACERO Y RIEL DE ACERO GALVANIZADO PARA DRYWALL PARA EL PROYECTO ""MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA, DISTRITO DE SANTIAGO, PROVINCIA CUSCO, REGION CUSCO¿.",Resuelto,terminated,,,,2700.0,90498.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-423-2,ocds-dgv273-seacev3-2026-423-2-2026-09-23T10:17:09.304671-05:00,2387520,21206363,1,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS JIRONES\nMARISCAL NIETO (CUADRAS 1, 2, 3 Y 4, HASTA LA AVENIDA MARISCAL URETA) Y UCAYALI (CUADRA\n1, EXCLUYENDO EL TRAMO CORRESPONDIENTE AL JIRON ZARUMILLA, Y CONTINUANDO DESDE SU",Contratado,active,7215270500392199,SERVICIO DE CONSTRUCCION DE VEREDAS,CUBSO,1.0,3332141.76,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1160-3,ocds-dgv273-seacev3-2026-1160-3-2026-09-23T10:17:09.072434-05:00,2387683,21212847,1,DIESEL B5 S -50,Contratado,active,1510150500233280,DIESEL B5 S-50,CUBSO,88385.0,2205205.75,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186109,ocds-dgv273-seacev3-1186109-2026-09-23T10:17:08.962841-05:00,2379773,21199630,1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ""CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SELVA VERDE DISTRITO DE SAN IGNACIO DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARC",Contratado,active,7214112000233152,CONSTRUCCION DE SISTEMA DE ALCANTARILLADO,CUBSO,1.0,2061203.68,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186423,ocds-dgv273-seacev3-1186423-2026-09-23T10:17:08.746211-05:00,2397273,21197777,1,SERVICIO DE PLATAFORMA DE CORREO ELECTRONICO Y HERRAMIENTAS COLABORATIVAS EN LA NUBE PARA LA CONTRALORIA GENERAL DE LA REPUBLICA,Contratado,active,8111210200369220,SERVICIO DE CORREO ELECTRONICO Y HERRAMIENTAS DE COLABORACION EN LA NUBE,CUBSO,1.0,4617065.34,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186267,ocds-dgv273-seacev3-1186267-2026-09-23T10:17:08.689530-05:00,2385240,21200136,1,LA ADQUISICION DE COMBUSTIBLE (DIESEL B5 S 50 Y GASOHOL REGULAR) PARA LAS UNIDADES VEHICULARES DE LAS DIRFERENTES AREAS ADMINISTRATIVAS DE LA MUNICIPALIDAD DISTRITAL DE SANANGORAN,Contratado,active,,,,2.0,476700.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1196-5,ocds-dgv273-seacev3-2026-1196-5-2026-09-23T10:16:57.008196-05:00,2391760,21206368,1,"CONSTRUCCIÓN DE PAVIMENTO, VEREDA Y SARDINEL; REMODELACIÓN DE AREA VERDE; ADEMÁS DE OTROS ACTIVOS EN EL (LA) SERVICIO DE MOVILIDAD URBANA EN LAS CALLES DEL CASCO URBANO DEL DISTRITO DE MOCHE, PROVINCIA DE TRUJILLO, DEPARTAMENTO LA LIBERTAD",Contratado,active,7214100100233103,CONSTRUCCION DE CALLES CON PAVIMENTO,CUBSO,1.0,3215494.14,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1201704,ocds-dgv273-seacev3-1201704-2026-09-22T10:12:29.884518-05:00,2395503,21238596,01,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:\n¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SERVICIO DE ALCANTARILLADO EN EL C.P DE CHIPACO DEL DISTRITO DE MONZON - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO¿.,Contratado,active,7214112100364484,AMPLIACION DE SISTEMA DE AGUA POTABLE Y DE SISTEMA DE ALCANTARILLADO,CUBSO,1.0,6486066.28,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1188870,ocds-dgv273-seacev3-1188870-2026-09-22T10:12:29.664474-05:00,2384413,21204569,1,"CONTRATACION DE LA EJECUCION DE LA OBRA:RENOVACION DE EDIFICACION; EN EL(LA) LOCAL MULTIUSOS EN LA COMUNIDAD DE SUCCHABAMBA ALTA, DISTRITO DE HUAMBOS, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA, CON CUI 2697309",Contratado,active,7212110100233077,CONSTRUCCION DE LOCAL COMUNAL,CUBSO,1.0,353369.71,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1731-38,ocds-dgv273-seacev3-2026-1731-38-2026-09-21T09:59:26.436569-05:00,2388740,21198216,1,"EJECUCIÓN DE OBRA DE LA IOARR CONSTRUCCIÓN DE VEREDA; EN EL(LA) AV. MODESTO BORDA (TRAMO AV CIRCUNVALACIÓN - AV. PERÚ) DISTRITO DE JULIACA, PROVINCIA SAN ROMÁN, DEPARTAMENTO PUNO, CON CUI N° 2701914",Contratado,active,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,1188324.61,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1213192,ocds-dgv273-seacev3-1213192-2026-09-18T10:23:18.111244-05:00,2391311,21270185,1,CONTRATACIÓN DEL SERVICIO DE LA ENTIDAD PRIVADA SUPERVISORA DEL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN SERVICIOS DE GESTIÓN VIAL DE LA GERENCIA DE SERVICIOS PÚBLICOS Y GESTIÓN AMBIENTAL DE LA MUNICIPALIDAD,Contratado,active,8110150800362210,SUPERVISION DE OBRA DE REMODELACION DE ALMACEN,CUBSO,1.0,189602.4,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1545-3,ocds-dgv273-seacev3-2026-1545-3-2026-09-18T10:23:17.989308-05:00,2389761,21208359,1,"CREACION DE PISTAS Y VEREDAS EN LA LOCALIDAD DE ICHUÑA, DISTRITO DE ICHUNA - GENERAL SANCHEZ CERRO - MOQUEGUA, CON CUI N 2319325",Contratado,active,7214100100392916,SERVICIO DE CONSTRUCCION DE PISTAS Y VEREDAS,CUBSO,1.0,3478653.95,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1189599,ocds-dgv273-seacev3-1189599-2026-09-18T10:23:17.931722-05:00,2382110,21206292,1,DIESEL B5 S-50,Contratado,active,1510150500233280,DIESEL B5 S-50,CUBSO,25000.0,399750.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-174-1,ocds-dgv273-seacev3-2026-174-1-2026-09-18T10:23:17.187296-05:00,2384686,21197606,1,"CONTRATACION DE EJECUCION DE OBRA  EJECUCION DE OBRA (SISTEMA DE ENTREGA DE SOLO CONSTRUCCION): ""MEJORAMIENTO DEL CAMINO VECINAL EMP.  PE-3N (PAMPAN)-HUASTA DEL DISTRITO DE HUASTA-PROVINCIA DE BOLOGNESI-DEPARTAMENTO DE ANCASH"" CUI N 2552567",Contratado,active,7214110600360065,CONSTRUCCION DE CAMINO VECINAL,CUBSO,1.0,4677956.18,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195068,ocds-dgv273-seacev3-1195068-2026-09-18T10:23:06.896226-05:00,2393282,21220871,1,"CREACION DE ESPACIO PUBLICO URBANOS EN EL NUCLEO URBANO SANTA ROSA BAJA DISTRITO DE PUNTA NEGRA, PROVINCIA DE LIMA DEPARTAMENTO DE LIMA CUI 2677658",Contratado,active,7214112800233081,CONSTRUCCION DE PARQUES Y PLAZAS,CUBSO,1.0,321075.25,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-227-13,ocds-dgv273-seacev3-2026-227-13-2026-09-18T10:23:06.846551-05:00,2390859,21210127,1,"CONTRATACION DE LA EJECUCION DE LA OBRA:  MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.P. Nº 87009-03 SARITA COLONIA ZAMBRANO DE LA LOCALIDAD DE PAMPACOCHA DISTRITO DE CARAZ - PROVINCIA DE HUAYLAS - DEPARTAMENTO DE ANCASH ¿ I ETAPA, CON C.U.I. N° 2474286",Contratado,active,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,860301.03,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1188268,ocds-dgv273-seacev3-1188268-2026-09-18T10:23:06.831945-05:00,2381302,21203248,1,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA ESPECIALIZADA PARA LA FORMULACIÓN, ESTRUCTURACIÓN, TRANSACCIÓN E IMPLEMENTACIÓN LOGÍSTICA Y ADMINISTRATIVA DEL PROYECTO EN ACTIVOS DEL ESTABLECIMIENTO DE SALUD MUNICIPAL DE LA MDJM",Resuelto,terminated,8410150100227082,CONSULTORIA DE ELABORACION DE ANALISIS DE ADMINISTRACION FINANCIERA,CUBSO,1.0,100000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1760-2,ocds-dgv273-seacev3-2026-1760-2-2026-09-18T10:23:06.020529-05:00,2386566,21201525,1,CONTRATACIÓN DE EJECUCIÓN DE OBRA DEL PROYECTO CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DE CENTRO POBLADO SAN MARCOS DISTRITO DE SORITOR DE LA PROVINCIA DE MOYOBAMBA DEL DEPARTAMENTO DE SAN MARTIN CUI 2685162,Contratado,active,7214100100392916,SERVICIO DE CONSTRUCCION DE PISTAS Y VEREDAS,CUBSO,1.0,10950000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-10466-23,ocds-dgv273-seacev3-2026-10466-23-2026-09-18T10:23:06.005198-05:00,2378034,21201218,1,"CONTRATACIÓN DE SERVICIO DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS SOLIDOS PELIGROSOS DEL HOSPITAL REGIONAL HERMILIO VALDIZAN HUANUCO",Contratado,active,7612200300232630,"SERVICIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS  HOSPITALARIOS (RECOJO, TRANSPORTE, TRATAMIENTO)",CUBSO,1.0,476280.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200-13,ocds-dgv273-seacev3-2026-200-13-2026-09-18T10:22:55.689999-05:00,2397201,21206352,1,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES HUÁNUCO, ROSALES, PRECURSORES, LOS GUERREROS, HUASCARÁN Y DEL PASAJE A DEL AA.HH. ALBERTO PORTELLA CASTILLO DEL   DISTRITO DE CASMA DE LA PROVINCIA DE CASMA DEL DEPARTAMENTO DE ANCASH, CUI 2606494",Contratado,active,8110150900336400,SUPERVISION DE OBRA DE PAVIMENTACION DE PISTAS DE ATERRIZAJE,CUBSO,1.0,143546.52,PEN,Soles,25,M2,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-521-1,ocds-dgv273-seacev3-2026-521-1-2026-09-18T10:22:55.642897-05:00,2385768,21202014,1,LECHE EVAPORADA ENTERA DE 410 GR,Contratado,active,5013170200307453,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,17221.0,68539.58,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-521-1,ocds-dgv273-seacev3-2026-521-1-2026-09-18T10:22:55.642897-05:00,2385766,21202015,2,"HARINA DE 7 SEMILLAS DE QUINUA, TRIGO, QUIWICHA, MAIZ , MACA HABA Y AVENA",Contratado,active,5022110200002907,HARINA DE SIETE SEMILLAS,CUBSO,7821.0,85163.9,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200-10,ocds-dgv273-seacev3-2026-200-10-2026-09-18T10:22:55.363027-05:00,2381057,21199609,1,"REPARACION DE CANAL DE RIEGO Y DESARENADOR; CONSTRUCCION DE OBRAS DE ARTE; EN EL(LA) SISTEMA DE RIEGO DEL CANAL SANTA ANA EN EL SECTOR SAN RAFAEL  DISTRITO DE CASMA, PROVINCIA CASMA, DEPARTAMENTO ANCASH, CUI 2668869",Contratado,active,7212120300364491,AMPLIACION DE CANALES DE RIEGO,CUBSO,1.0,1495197.77,PEN,Soles,23,Metro,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1215893,ocds-dgv273-seacev3-1215893-2026-09-18T10:22:45.130645-05:00,2423060,21278074,1,ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUARAZ,Contratado,active,8013150200094959,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,111650.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1189017,ocds-dgv273-seacev3-1189017-2026-09-18T10:22:44.352275-05:00,2385307,21204812,1,CEMENTO PORTLAND TIPO I X 42.50 kg,Contratado,active,3011160100012771,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,2125000.0,1815900.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
