Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Partes involucradas:ID de Entidad,Entrega compilada:Partes involucradas:Identificadores adicionales:ID,Entrega compilada:Partes involucradas:Identificadores adicionales:Esquema,Entrega compilada:Partes involucradas:Identificadores adicionales:Nombre Legal
ocds-dgv273-seacev3-2026-200145-7,ocds-dgv273-seacev3-2026-200145-7-2026-09-23T10:17:52.720765-05:00,PE-CONSUCODE-200145,20511035997,PE-RUC,MINCETUR - UNIDAD EJECUTORA DE INVERSIÓN EN COMERCIO EXTERIOR Y TURISMO
ocds-dgv273-seacev3-1192077,ocds-dgv273-seacev3-1192077-2026-09-23T10:17:41.628879-05:00,PE-CONSUCODE-200145,20511035997,PE-RUC,MINCETUR - UNIDAD EJECUTORA DE INVERSIÓN EN COMERCIO EXTERIOR Y TURISMO
ocds-dgv273-seacev3-1187849,ocds-dgv273-seacev3-1187849-2026-09-23T10:17:41.311276-05:00,PE-CONSUCODE-389,20180001051,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS
ocds-dgv273-seacev3-2026-1471-3,ocds-dgv273-seacev3-2026-1471-3-2026-09-23T10:17:41.202834-05:00,PE-CONSUCODE-1471,20177901963,PE-RUC,MUNICIPALIDAD DISTRITAL DE SUPE
ocds-dgv273-seacev3-1187541,ocds-dgv273-seacev3-1187541-2026-09-23T10:17:41.169207-05:00,PE-CONSUCODE-1607,20172619241,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUARMACA
ocds-dgv273-seacev3-2026-10457-4,ocds-dgv273-seacev3-2026-10457-4-2026-09-23T10:17:30.636298-05:00,PE-CONSUCODE-10457,20444054400,PE-RUC,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA
ocds-dgv273-seacev3-1241869,ocds-dgv273-seacev3-1241869-2026-09-23T10:17:22.338248-05:00,PE-CONSUCODE-749,20177217043,PE-RUC,MUNICIPALIDAD PROVINCIAL DEL CUSCO
ocds-dgv273-seacev3-2026-1343-33,ocds-dgv273-seacev3-2026-1343-33-2026-09-23T10:17:19.216357-05:00,PE-CONSUCODE-1343,20131369043,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTA ANITA
ocds-dgv273-seacev3-1185530,ocds-dgv273-seacev3-1185530-2026-09-23T10:17:19.100762-05:00,PE-CONSUCODE-1731,20165195290,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA
ocds-dgv273-seacev3-2026-1608-4,ocds-dgv273-seacev3-2026-1608-4-2026-09-23T10:17:19.086534-05:00,PE-CONSUCODE-1608,20171659842,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE
ocds-dgv273-seacev3-1187816,ocds-dgv273-seacev3-1187816-2026-09-23T10:17:18.985416-05:00,PE-CONSUCODE-35,20452393493,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL
ocds-dgv273-seacev3-2026-425-24,ocds-dgv273-seacev3-2026-425-24-2026-09-23T10:17:15.313302-05:00,PE-CONSUCODE-425,20312108284,PE-RUC,MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO
ocds-dgv273-seacev3-1190053,ocds-dgv273-seacev3-1190053-2026-09-23T10:17:09.379277-05:00,PE-CONSUCODE-37,20527147612,PE-RUC,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL
ocds-dgv273-seacev3-2026-423-2,ocds-dgv273-seacev3-2026-423-2-2026-09-23T10:17:09.304671-05:00,PE-CONSUCODE-423,20168918942,PE-RUC,MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER
ocds-dgv273-seacev3-2026-1160-3,ocds-dgv273-seacev3-2026-1160-3-2026-09-23T10:17:09.072434-05:00,PE-CONSUCODE-1160,20146673776,PE-RUC,MUNICIPALIDAD DISTRITAL DE PANGOA
ocds-dgv273-seacev3-1186109,ocds-dgv273-seacev3-1186109-2026-09-23T10:17:08.962841-05:00,PE-CONSUCODE-700,20148261572,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO
ocds-dgv273-seacev3-1186423,ocds-dgv273-seacev3-1186423-2026-09-23T10:17:08.746211-05:00,PE-CONSUCODE-8,20131378972,PE-RUC,CONTRALORIA GENERAL DE LA REPUBLICA
ocds-dgv273-seacev3-1186267,ocds-dgv273-seacev3-1186267-2026-09-23T10:17:08.689530-05:00,PE-CONSUCODE-1214,20219792876,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANAGORAN
ocds-dgv273-seacev3-2026-1196-5,ocds-dgv273-seacev3-2026-1196-5-2026-09-23T10:16:57.008196-05:00,PE-CONSUCODE-1196,20167741208,PE-RUC,MUNICIPALIDAD DISTRITAL DE MOCHE
ocds-dgv273-seacev3-1201704,ocds-dgv273-seacev3-1201704-2026-09-22T10:12:29.884518-05:00,PE-CONSUCODE-983,20194118342,PE-RUC,MUNICIPALIDAD DISTRITAL DE MONZON
ocds-dgv273-seacev3-1188870,ocds-dgv273-seacev3-1188870-2026-09-22T10:12:29.664474-05:00,PE-CONSUCODE-673,20224199946,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUAMBOS
ocds-dgv273-seacev3-2026-1731-38,ocds-dgv273-seacev3-2026-1731-38-2026-09-21T09:59:26.436569-05:00,PE-CONSUCODE-1731,20165195290,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA
ocds-dgv273-seacev3-1213192,ocds-dgv273-seacev3-1213192-2026-09-18T10:23:18.111244-05:00,PE-CONSUCODE-1871,20154572792,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO
ocds-dgv273-seacev3-2026-1545-3,ocds-dgv273-seacev3-2026-1545-3-2026-09-18T10:23:17.989308-05:00,PE-CONSUCODE-1545,20285763313,PE-RUC,MUNICIPALIDAD DISTRITAL DE ICHUÑA
ocds-dgv273-seacev3-1189599,ocds-dgv273-seacev3-1189599-2026-09-18T10:23:17.931722-05:00,PE-CONSUCODE-1809,20531290306,PE-RUC,MUNICIPALIDAD DISTRITAL DE BAJO BIAVO
ocds-dgv273-seacev3-1190797,ocds-dgv273-seacev3-1190797-2026-09-18T10:23:17.820750-05:00,PE-CONSUCODE-49,20406325815,PE-RUC,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL
ocds-dgv273-seacev3-2026-174-1,ocds-dgv273-seacev3-2026-174-1-2026-09-18T10:23:17.187296-05:00,PE-CONSUCODE-174,20166558051,PE-RUC,MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN
ocds-dgv273-seacev3-1195068,ocds-dgv273-seacev3-1195068-2026-09-18T10:23:06.896226-05:00,PE-CONSUCODE-1333,20131366532,PE-RUC,MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA
ocds-dgv273-seacev3-2026-227-13,ocds-dgv273-seacev3-2026-227-13-2026-09-18T10:23:06.846551-05:00,PE-CONSUCODE-227,20146925767,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ
ocds-dgv273-seacev3-1188268,ocds-dgv273-seacev3-1188268-2026-09-18T10:23:06.831945-05:00,PE-CONSUCODE-1319,20131366290,PE-RUC,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
ocds-dgv273-seacev3-2026-1760-2,ocds-dgv273-seacev3-2026-1760-2-2026-09-18T10:23:06.020529-05:00,PE-CONSUCODE-1760,20148170771,PE-RUC,MUNICIPALIDAD DISTRITAL DE SORITOR
ocds-dgv273-seacev3-2026-10466-23,ocds-dgv273-seacev3-2026-10466-23-2026-09-18T10:23:06.005198-05:00,PE-CONSUCODE-10466,20146038329,PE-RUC,GOBIERNO REGIONAL DE HUANUCO-HOSPITAL DE HUANUCO HERMILIO VALDIZAN
ocds-dgv273-seacev3-2026-200-13,ocds-dgv273-seacev3-2026-200-13-2026-09-18T10:22:55.689999-05:00,PE-CONSUCODE-200,20174929697,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CASMA
ocds-dgv273-seacev3-2026-521-1,ocds-dgv273-seacev3-2026-521-1-2026-09-18T10:22:55.642897-05:00,PE-CONSUCODE-521,20166868247,PE-RUC,MUNICIPALIDAD DISTRITAL DE LOS MOROCHUCOS
ocds-dgv273-seacev3-2026-200-10,ocds-dgv273-seacev3-2026-200-10-2026-09-18T10:22:55.363027-05:00,PE-CONSUCODE-200,20174929697,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CASMA
ocds-dgv273-seacev3-1215893,ocds-dgv273-seacev3-1215893-2026-09-18T10:22:45.130645-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1189017,ocds-dgv273-seacev3-1189017-2026-09-18T10:22:44.352275-05:00,PE-CONSUCODE-2009,20527141762,PE-RUC,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL
ocds-dgv273-seacev3-1190920,ocds-dgv273-seacev3-1190920-2026-09-18T10:22:44.315887-05:00,PE-CONSUCODE-369,20161096068,PE-RUC,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA
ocds-dgv273-seacev3-2026-51-24,ocds-dgv273-seacev3-2026-51-24-2026-09-18T10:22:44.281586-05:00,PE-CONSUCODE-51,20519752515,PE-RUC,GOBIERNO REGIONAL DE TACNA SEDE CENTRAL
ocds-dgv273-seacev3-1190691,ocds-dgv273-seacev3-1190691-2026-09-18T10:22:44.214302-05:00,PE-CONSUCODE-1053,20148420719,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARCONA
ocds-dgv273-seacev3-2026-200-17,ocds-dgv273-seacev3-2026-200-17-2026-09-18T10:22:44.093916-05:00,PE-CONSUCODE-200,20174929697,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CASMA
ocds-dgv273-seacev3-1212190,ocds-dgv273-seacev3-1212190-2026-09-18T10:22:33.072323-05:00,PE-CONSUCODE-685,20148260843,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
ocds-dgv273-seacev3-2026-1319-1,ocds-dgv273-seacev3-2026-1319-1-2026-09-18T10:22:32.766065-05:00,PE-CONSUCODE-1319,20131366290,PE-RUC,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
ocds-dgv273-seacev3-1190868,ocds-dgv273-seacev3-1190868-2026-09-18T10:22:32.749892-05:00,PE-CONSUCODE-1285,20148364975,PE-RUC,MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ
ocds-dgv273-seacev3-1189057,ocds-dgv273-seacev3-1189057-2026-09-18T10:22:32.651699-05:00,PE-CONSUCODE-694,20203936029,PE-RUC,MUNICIPALIDAD DISTRITAL DE PUCARA - JAEN
ocds-dgv273-seacev3-1188937,ocds-dgv273-seacev3-1188937-2026-09-18T10:22:32.494512-05:00,PE-CONSUCODE-10015,20414868216,PE-RUC,PROGRAMA SUBSECTORIAL DE IRRIGACIONES - PSI
ocds-dgv273-seacev3-1187340,ocds-dgv273-seacev3-1187340-2026-09-18T10:22:32.470393-05:00,PE-CONSUCODE-2600,20433270461,PE-RUC,C.N.DE INTEGR.D.L.PERS.CON DISC.-CONADIS
ocds-dgv273-seacev3-2026-1828-1,ocds-dgv273-seacev3-2026-1828-1-2026-09-18T10:22:32.439811-05:00,PE-CONSUCODE-1828,20154547097,PE-RUC,MUNICIPALIDAD PROVINCIAL DE EL DORADO VILLA SAN JOSE DE SISA
ocds-dgv273-seacev3-2026-1158-1,ocds-dgv273-seacev3-2026-1158-1-2026-09-18T10:22:32.407326-05:00,PE-CONSUCODE-1158,20190003541,PE-RUC,MUNICIPALIDAD DISTRITAL DE MAZAMARI
ocds-dgv273-seacev3-1240633,ocds-dgv273-seacev3-1240633-2026-09-18T10:22:26.344122-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-1215830,ocds-dgv273-seacev3-1215830-2026-09-18T10:22:22.488213-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1216070,ocds-dgv273-seacev3-1216070-2026-09-18T10:22:22.412940-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1215875,ocds-dgv273-seacev3-1215875-2026-09-18T10:22:22.234860-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-2026-200199-10,ocds-dgv273-seacev3-2026-200199-10-2026-09-18T10:22:22.059017-05:00,PE-CONSUCODE-200199,20493465491,PE-RUC,MUNICIPALIDAD PROVINCIAL DEL DATEM DEL MARAÑON
ocds-dgv273-seacev3-2026-1731-7,ocds-dgv273-seacev3-2026-1731-7-2026-09-18T10:22:22.010547-05:00,PE-CONSUCODE-1731,20165195290,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA
ocds-dgv273-seacev3-2026-685-5,ocds-dgv273-seacev3-2026-685-5-2026-09-18T10:22:21.903155-05:00,PE-CONSUCODE-685,20148260843,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
ocds-dgv273-seacev3-1187572,ocds-dgv273-seacev3-1187572-2026-09-18T10:22:21.747476-05:00,PE-CONSUCODE-10457,20444054400,PE-RUC,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA
ocds-dgv273-seacev3-1186699,ocds-dgv273-seacev3-1186699-2026-09-18T10:22:21.689645-05:00,PE-CONSUCODE-1158,20190003541,PE-RUC,MUNICIPALIDAD DISTRITAL DE MAZAMARI
ocds-dgv273-seacev3-1186829,ocds-dgv273-seacev3-1186829-2026-09-18T10:22:21.390695-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-1247456,ocds-dgv273-seacev3-1247456-2026-09-18T10:22:11.420063-05:00,PE-CONSUCODE-10612,20351711770,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - GERENCIA TERRITORIAL DE PADRE ABAD
ocds-dgv273-seacev3-1215876,ocds-dgv273-seacev3-1215876-2026-09-18T10:22:11.210423-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1189234,ocds-dgv273-seacev3-1189234-2026-09-18T10:22:10.541546-05:00,PE-CONSUCODE-10015,20414868216,PE-RUC,PROGRAMA SUBSECTORIAL DE IRRIGACIONES - PSI
ocds-dgv273-seacev3-1187904,ocds-dgv273-seacev3-1187904-2026-09-18T10:22:10.180163-05:00,PE-CONSUCODE-647,20182901386,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN BENITO
ocds-dgv273-seacev3-1189439,ocds-dgv273-seacev3-1189439-2026-09-17T10:20:16.778737-05:00,PE-CONSUCODE-805,20147346434,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ESPINAR
ocds-dgv273-seacev3-1197767,ocds-dgv273-seacev3-1197767-2026-09-17T10:19:55.539137-05:00,PE-CONSUCODE-49,20406325815,PE-RUC,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL
ocds-dgv273-seacev3-2026-685-1,ocds-dgv273-seacev3-2026-685-1-2026-09-17T10:19:55.372442-05:00,PE-CONSUCODE-685,20148260843,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
ocds-dgv273-seacev3-2026-1584-5,ocds-dgv273-seacev3-2026-1584-5-2026-09-17T10:19:55.065523-05:00,PE-CONSUCODE-1584,20154477374,PE-RUC,MUNICIPALIDAD PROVINCIAL DE PIURA
ocds-dgv273-seacev3-1249495,ocds-dgv273-seacev3-1249495-2026-09-17T10:19:47.583121-05:00,PE-CONSUCODE-200461,20546677444,PE-RUC,UNIDAD EJECUTORA 003:PROGRAMA MODERNIZACION DEL SISTEMA DE ADMINISTRACION DE JUSTICIA
ocds-dgv273-seacev3-1197346,ocds-dgv273-seacev3-1197346-2026-09-17T10:19:32.643806-05:00,PE-CONSUCODE-1598,20165913788,PE-RUC,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA
ocds-dgv273-seacev3-2026-200145-6,ocds-dgv273-seacev3-2026-200145-6-2026-09-17T10:19:32.455865-05:00,PE-CONSUCODE-200145,20511035997,PE-RUC,MINCETUR - UNIDAD EJECUTORA DE INVERSIÓN EN COMERCIO EXTERIOR Y TURISMO
ocds-dgv273-seacev3-2026-1890-10,ocds-dgv273-seacev3-2026-1890-10-2026-09-17T10:19:32.400061-05:00,PE-CONSUCODE-1890,20168014962,PE-RUC,UNIVERSIDAD NACIONAL DE HUANCAVELICA
ocds-dgv273-seacev3-1188353,ocds-dgv273-seacev3-1188353-2026-09-17T10:19:21.905725-05:00,PE-CONSUCODE-620,20143625681,PE-RUC,MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA
ocds-dgv273-seacev3-1186175,ocds-dgv273-seacev3-1186175-2026-09-17T10:19:09.942849-05:00,PE-CONSUCODE-1002,20189307226,PE-RUC,MUNICIPALIDAD PROVINCIAL DE PUERTO INCA
ocds-dgv273-seacev3-1217953,ocds-dgv273-seacev3-1217953-2026-09-16T10:19:09.861197-05:00,PE-CONSUCODE-1320,20131365722,PE-RUC,MUNICIPALIDAD DISTRITAL DE LA MOLINA
ocds-dgv273-seacev3-1188462,ocds-dgv273-seacev3-1188462-2026-09-16T10:19:09.295776-05:00,PE-CONSUCODE-1879,20222295166,PE-RUC,MUNICIPALIDAD DISTRITAL DE TAHUANIA
ocds-dgv273-seacev3-1246483,ocds-dgv273-seacev3-1246483-2026-09-16T10:18:29.845524-05:00,PE-CONSUCODE-200461,20546677444,PE-RUC,UNIDAD EJECUTORA 003:PROGRAMA MODERNIZACION DEL SISTEMA DE ADMINISTRACION DE JUSTICIA
ocds-dgv273-seacev3-1187028,ocds-dgv273-seacev3-1187028-2026-09-16T10:18:25.139418-05:00,PE-CONSUCODE-34,20498390570,PE-RUC,GOBIERNO REGIONAL DE AREQUIPA Sede Central
ocds-dgv273-seacev3-2026-1908-25,ocds-dgv273-seacev3-2026-1908-25-2026-09-16T10:18:14.394256-05:00,PE-CONSUCODE-1908,20163646499,PE-RUC,UNIVERSIDAD NACIONAL SAN AGUSTIN
ocds-dgv273-seacev3-2026-10553-4,ocds-dgv273-seacev3-2026-10553-4-2026-09-16T10:18:13.654234-05:00,PE-CONSUCODE-10553,20315959595,PE-RUC,GOBIERNO REGIONAL DE PIURA - DIRECCIÓN  REGIONAL DE AGRICULTURA
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,PE-CONSUCODE-505,20143137296,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUAMANGA
ocds-dgv273-seacev3-1191993,ocds-dgv273-seacev3-1191993-2026-09-16T10:18:02.605191-05:00,PE-CONSUCODE-34,20498390570,PE-RUC,GOBIERNO REGIONAL DE AREQUIPA Sede Central
ocds-dgv273-seacev3-2026-20-20,ocds-dgv273-seacev3-2026-20-20-2026-09-16T10:18:02.564221-05:00,PE-CONSUCODE-20,20336951527,PE-RUC,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADMINISTRACIÓN GENERAL
ocds-dgv273-seacev3-2026-1038-4,ocds-dgv273-seacev3-2026-1038-4-2026-09-16T10:18:02.436256-05:00,PE-CONSUCODE-1038,20176310040,PE-RUC,MUNICIPALIDAD DISTRITAL DE OCUCAJE
ocds-dgv273-seacev3-1190386,ocds-dgv273-seacev3-1190386-2026-09-13T12:05:37.513954-05:00,PE-CONSUCODE-1328,20131377224,PE-RUC,MUNICIPALIDAD DISTRITAL DE MIRAFLORES - LIMA
ocds-dgv273-seacev3-2026-617-1,ocds-dgv273-seacev3-2026-617-1-2026-09-13T12:05:37.327055-05:00,PE-CONSUCODE-617,20143189415,PE-RUC,MUNICIPALIDAD DISTRITAL DE CHETILLA
ocds-dgv273-seacev3-1187146,ocds-dgv273-seacev3-1187146-2026-09-13T12:05:37.093404-05:00,PE-CONSUCODE-168,20195408557,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN
ocds-dgv273-seacev3-1239720,ocds-dgv273-seacev3-1239720-2026-09-13T12:05:29.035237-05:00,PE-CONSUCODE-742,20131369558,PE-RUC,MUNICIPALIDAD PROVINCIAL DEL CALLAO
ocds-dgv273-seacev3-1191408,ocds-dgv273-seacev3-1191408-2026-09-13T12:05:27.222546-05:00,PE-CONSUCODE-879,20175954661,PE-RUC,MUNICIPALIDAD DISTRITAL DE PAUCARA
ocds-dgv273-seacev3-2026-167507-1,ocds-dgv273-seacev3-2026-167507-1-2026-09-13T12:05:27.198069-05:00,PE-CONSUCODE-203646,20602250602,PE-RUC,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO
ocds-dgv273-seacev3-1187326,ocds-dgv273-seacev3-1187326-2026-09-13T12:05:26.215703-05:00,PE-CONSUCODE-274,20198090647,PE-RUC,MUNICIPALIDAD DISTRITAL DE NEPEÑA
ocds-dgv273-seacev3-2026-42040-1,ocds-dgv273-seacev3-2026-42040-1-2026-09-13T12:05:14.820718-05:00,PE-CONSUCODE-201567,20574782920,PE-RUC,MUNICIPALIDAD DISTRITAL DE UCHURACCAY
ocds-dgv273-seacev3-1187643,ocds-dgv273-seacev3-1187643-2026-09-13T12:05:14.809921-05:00,PE-CONSUCODE-203806,20601750369,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL PUNO
ocds-dgv273-seacev3-2026-743-6,ocds-dgv273-seacev3-2026-743-6-2026-09-13T12:05:14.655545-05:00,PE-CONSUCODE-743,20131369639,PE-RUC,MUNICIPALIDAD DISTRITAL DE BELLAVISTA - PROV. CALLAO
ocds-dgv273-seacev3-1190538,ocds-dgv273-seacev3-1190538-2026-09-13T12:05:03.972774-05:00,PE-CONSUCODE-1341,20131372427,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES
ocds-dgv273-seacev3-1187282,ocds-dgv273-seacev3-1187282-2026-09-13T12:05:03.631047-05:00,PE-CONSUCODE-1490,20177662446,PE-RUC,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS
ocds-dgv273-seacev3-1220959,ocds-dgv273-seacev3-1220959-2026-09-13T12:04:53.971697-05:00,PE-CONSUCODE-1295,20175975234,PE-RUC,MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE
ocds-dgv273-seacev3-1216773,ocds-dgv273-seacev3-1216773-2026-09-13T12:04:53.384081-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1189878,ocds-dgv273-seacev3-1189878-2026-09-13T12:04:52.291465-05:00,PE-CONSUCODE-1341,20131372427,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES
ocds-dgv273-seacev3-1186088,ocds-dgv273-seacev3-1186088-2026-09-13T12:04:52.026696-05:00,PE-CONSUCODE-1584,20154477374,PE-RUC,MUNICIPALIDAD PROVINCIAL DE PIURA
ocds-dgv273-seacev3-2026-20002-64,ocds-dgv273-seacev3-2026-20002-64-2026-09-13T12:04:51.970368-05:00,PE-CONSUCODE-20002,20172772278,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO - HOSPITAL HUAMANGA
ocds-dgv273-seacev3-1187881,ocds-dgv273-seacev3-1187881-2026-09-13T12:04:51.749393-05:00,PE-CONSUCODE-202805,20601131812,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN PABLO DE PILLAO
ocds-dgv273-seacev3-1223145,ocds-dgv273-seacev3-1223145-2026-09-13T12:04:42.551275-05:00,PE-CONSUCODE-200404,20544005864,PE-RUC,GOBIERNO REGIONAL DE LIMA - RED DE SALUD DE HUAROCHIRI
ocds-dgv273-seacev3-1235008,ocds-dgv273-seacev3-1235008-2026-09-13T12:04:41.885550-05:00,PE-CONSUCODE-1336,20131373741,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN BORJA
ocds-dgv273-seacev3-1189809,ocds-dgv273-seacev3-1189809-2026-09-13T12:04:41.852194-05:00,PE-CONSUCODE-1363,20154440373,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE
ocds-dgv273-seacev3-1191416,ocds-dgv273-seacev3-1191416-2026-09-13T12:04:41.796601-05:00,PE-CONSUCODE-10249,20144364059,PE-RUC,FUERZA AEREA DEL PERU
ocds-dgv273-seacev3-2026-1631-2,ocds-dgv273-seacev3-2026-1631-2-2026-09-13T12:04:41.685907-05:00,PE-CONSUCODE-1631,20158835887,PE-RUC,MUNICIPALIDAD DISTRITAL DE LANCONES
