Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Esquema,_mes_origen
ocds-dgv273-seacev3-2026-1339-37,ocds-dgv273-seacev3-2026-1339-37-2026-08-23T10:34:11.109108-05:00,1199944,21233093,72141106.0,Servicios de construcción de caminos de grava o tierra,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1234487,ocds-dgv273-seacev3-1234487-2026-08-23T10:33:53.914522-05:00,1234487,21331376,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200206,ocds-dgv273-seacev3-1200206-2026-08-23T10:33:51.123860-05:00,1200206,21233891,78111808.0,Alquiler de vehículos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1241290,ocds-dgv273-seacev3-1241290-2026-08-23T10:33:40.701544-05:00,1241290,21347910,83101804.0,Servicios de transmisión de energía eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195113,ocds-dgv273-seacev3-1195113-2026-08-23T10:33:39.521681-05:00,1195113,21220923,40141731.0,"Boquillas, inyectores",UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1234645,ocds-dgv273-seacev3-1234645-2026-08-22T10:45:04.350742-05:00,1234645,21331744,50221101.0,Granos de cereal,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1232156,ocds-dgv273-seacev3-1232156-2026-08-22T10:45:03.003812-05:00,1232156,21325495,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1221853,ocds-dgv273-seacev3-1221853-2026-08-22T10:45:02.107977-05:00,1221853,21297192,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1197355,ocds-dgv273-seacev3-1197355-2026-08-22T10:45:01.806079-05:00,1197355,21225918,10171702.0,Fungicidas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2382-21,ocds-dgv273-seacev3-2026-2382-21-2026-08-22T10:45:01.743454-05:00,1200094,21233597,73141715.0,Servicios de costura industrial,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1963-10,ocds-dgv273-seacev3-2026-1963-10-2026-08-22T10:45:01.575429-05:00,1202062,21239712,72101511.0,Servicio de reparación o mantenimiento o instalación de aire acondicionado,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1227960,ocds-dgv273-seacev3-1227960-2026-08-22T10:44:43.777703-05:00,1227960,21313805,72141503.0,Servicios de remoción de rocas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192726,ocds-dgv273-seacev3-1192726-2026-08-22T10:44:43.515956-05:00,1192726,21214647,52141526.0,Cafeteras domésticas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2382-22,ocds-dgv273-seacev3-2026-2382-22-2026-08-22T10:44:21.794430-05:00,1200118,21233602,73141715.0,Servicios de costura industrial,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198381,ocds-dgv273-seacev3-1198381-2026-08-22T10:44:03.233247-05:00,1198381,21228417,30191501.0,Escaleras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201769,ocds-dgv273-seacev3-1201769-2026-08-22T10:44:03.223674-05:00,1201769,21238648,72141701.0,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-397-27,ocds-dgv273-seacev3-2026-397-27-2026-08-22T10:44:02.891242-05:00,1194812,21219870,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-22-11,ocds-dgv273-seacev3-2026-22-11-2026-08-22T10:43:44.084178-05:00,1198780,21229797,42201803.0,Equipo para radiografías mamográficas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194318,ocds-dgv273-seacev3-1194318-2026-08-22T10:43:44.058090-05:00,1194318,21218765,30111601.0,Cemento,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1194324,ocds-dgv273-seacev3-1194324-2026-08-22T10:43:43.957199-05:00,1194324,21218864,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1194-1,ocds-dgv273-seacev3-2026-1194-1-2026-08-22T10:43:43.889238-05:00,1195657,21222289,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200316,ocds-dgv273-seacev3-1200316-2026-08-22T10:43:24.459963-05:00,1200316,21234628,41114301.0,Corrientímetro de corriente abierta,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1810-3,ocds-dgv273-seacev3-2026-1810-3-2026-08-22T10:43:07.310256-05:00,1198774,21229775,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201740,ocds-dgv273-seacev3-1201740-2026-08-22T10:43:07.083124-05:00,1201740,21238598,78101805.0,Servicio de alquiler de camión pipa y tráiler,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196514,ocds-dgv273-seacev3-1196514-2026-08-22T10:43:07.055936-05:00,1196514,21224946,72151702.0,Servicios de instalación de sistemas de televisión de circuito cerrado,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1192249,ocds-dgv273-seacev3-1192249-2026-08-22T10:42:45.497937-05:00,1192249,21213360,72121103.0,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1195805,ocds-dgv273-seacev3-1195805-2026-08-22T10:42:45.458495-05:00,1195805,21222466,72141508.0,Servicios de voladura excepto demolición de edificios,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201160,ocds-dgv273-seacev3-1201160-2026-08-22T10:42:45.451231-05:00,1201160,21236871,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201161,ocds-dgv273-seacev3-1201161-2026-08-22T10:42:45.418361-05:00,1201161,21236872,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1216526,ocds-dgv273-seacev3-1216526-2026-08-21T10:31:05.124967-05:00,1216526,21280136,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1196774,ocds-dgv273-seacev3-1196774-2026-08-21T10:31:04.823832-05:00,1196774,21224776,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198586,ocds-dgv273-seacev3-1198586-2026-08-21T10:31:04.771323-05:00,1198586,21229268,72152605.0,Servicios de montaje y reparación de techos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199674,ocds-dgv273-seacev3-1199674-2026-08-21T10:30:53.762220-05:00,1199674,21232537,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1222559,ocds-dgv273-seacev3-1222559-2026-08-21T10:30:42.379656-05:00,1222559,21299068,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1226400,ocds-dgv273-seacev3-1226400-2026-08-21T10:30:42.042234-05:00,1226400,21309808,31211906.0,Rodillos de pintar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201669,ocds-dgv273-seacev3-1201669-2026-08-21T10:30:41.481001-05:00,1201669,21238411,81101701.0,Servicios de ingeniería eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10195-1,ocds-dgv273-seacev3-2026-10195-1-2026-08-21T10:30:41.443343-05:00,1196051,21222821,92101501.0,Servicios de vigilancia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2528-4,ocds-dgv273-seacev3-2026-2528-4-2026-08-21T10:30:30.365980-05:00,1201808,21238776,81101701.0,Servicios de ingeniería eléctrica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1979-1,ocds-dgv273-seacev3-2026-1979-1-2026-08-21T10:30:18.679497-05:00,1198677,21229434,91111601.0,Servicios de limpieza y mantenimiento,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-424-6,ocds-dgv273-seacev3-2026-424-6-2026-08-21T10:30:07.296241-05:00,1197856,21227168,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1377-3,ocds-dgv273-seacev3-2026-1377-3-2026-08-21T10:29:55.243115-05:00,1195225,21221132,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1225580,ocds-dgv273-seacev3-1225580-2026-08-20T10:31:17.728933-05:00,1225580,21307794,72141505.0,Servicios de movimientos de tierras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1236073,ocds-dgv273-seacev3-1236073-2026-08-20T10:31:09.672367-05:00,1236073,21335866,72141701.0,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1221697,ocds-dgv273-seacev3-1221697-2026-08-20T10:31:06.909080-05:00,1221697,21296609,22101509.0,Retroexcavadoras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1221697,ocds-dgv273-seacev3-1221697-2026-08-20T10:31:06.909080-05:00,1221697,21296607,22101526.0,Excavadoras sobre orugas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1221697,ocds-dgv273-seacev3-1221697-2026-08-20T10:31:06.909080-05:00,1221697,21296608,22101528.0,Cargadores sobre ruedas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2430-2,ocds-dgv273-seacev3-2026-2430-2-2026-08-20T10:31:06.055530-05:00,1200821,21235913,77111602.0,Servicios de descontaminación ambiental,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228655,51141530.0,Valproato sódico,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228654,51141528.0,Topiramato,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228653,51241235.0,Calcitriol,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228652,51142504.0,Clorhidrato de Selegilina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228679,51141525.0,Fenitoina sodica,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228678,51141518.0,Levetiracetam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228657,51401515.0,Clobazam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-209,ocds-dgv273-seacev3-2026-2543-209-2026-08-20T10:31:05.926186-05:00,1198492,21228656,51151514.0,Piridostigmina bromuro,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-26662-1,ocds-dgv273-seacev3-2026-26662-1-2026-08-20T10:30:54.273249-05:00,1200779,21196575,81101505.0,Ingeniería estructural,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-26662-1,ocds-dgv273-seacev3-2026-26662-1-2026-08-20T10:30:54.273249-05:00,1200779,21235869,81101505.0,Ingeniería estructural,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199310,ocds-dgv273-seacev3-1199310-2026-08-20T10:30:54.256475-05:00,1199310,21231221,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1198536,ocds-dgv273-seacev3-1198536-2026-08-20T10:30:54.244751-05:00,1198536,21229020,72154032.0,"Servicios de instalación y reparación de ventanas, puertas y paneles divisorios",UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200014-12,ocds-dgv273-seacev3-2026-200014-12-2026-08-20T10:30:54.065824-05:00,1192289,21213609,72101511.0,Servicio de reparación o mantenimiento o instalación de aire acondicionado,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-34,ocds-dgv273-seacev3-2026-2543-34-2026-08-20T10:30:32.464409-05:00,1201779,21238719,42203402.0,Catéteres o juegos vasculares intervencional o de diagnósticos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-34,ocds-dgv273-seacev3-2026-2543-34-2026-08-20T10:30:32.464409-05:00,1201779,21238692,42203405.0,Catéter de balón para angioplastia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-34,ocds-dgv273-seacev3-2026-2543-34-2026-08-20T10:30:32.464409-05:00,1201779,21238691,42203405.0,Catéter de balón para angioplastia,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-34,ocds-dgv273-seacev3-2026-2543-34-2026-08-20T10:30:32.464409-05:00,1201779,21238693,42296001.0,Válvulas aórticas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1233024,ocds-dgv273-seacev3-1233024-2026-08-20T10:30:13.768014-05:00,1233024,21327752,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1223136,ocds-dgv273-seacev3-1223136-2026-08-19T10:31:47.649687-05:00,1223136,21300841,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1201387,ocds-dgv273-seacev3-1201387-2026-08-19T10:31:47.132503-05:00,1201387,21237744,41105002.0,Equipo de tamizado para laboratorio,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1810-1,ocds-dgv273-seacev3-2026-1810-1-2026-08-19T10:31:47.090791-05:00,1197586,21226300,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1199902,ocds-dgv273-seacev3-1199902-2026-08-19T10:31:47.050863-05:00,1199902,21233004,12162302.0,Aceleradores de cemento,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200528-1,ocds-dgv273-seacev3-2026-200528-1-2026-08-19T10:31:46.952321-05:00,1201111,21236793,76111505.0,Servicios de limpieza de telas y muebles,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222945,51141920.0,Diazepam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222966,51141616.0,Clorhidrato de Clomipramina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222967,51141709.0,Flufenazina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222968,51141604.0,Mirtazapina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222969,51141716.0,Decanoato de Haloperidol,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222970,51141711.0,Levomepromazina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222971,51472802.0,Gluconato de clorhexidina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222972,51999999.0,Medicamentos y productos farmacéuticos,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222973,51141542.0,Midazolam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222974,51141518.0,Levetiracetam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222975,51401705.0,Olanzapina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222976,51294403.0,Aripiprazol,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222977,51144014.0,Metilfenidato,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222978,51141542.0,Midazolam,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222979,51141702.0,Haloperidol,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222980,51292016.0,Sertralina,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2543-210,ocds-dgv273-seacev3-2026-2543-210-2026-08-19T10:31:46.848488-05:00,1196107,21222981,51331701.0,Amisulprida,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1224237,ocds-dgv273-seacev3-1224237-2026-08-19T10:31:36.609641-05:00,1224237,21303519,72141701.0,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200170-11,ocds-dgv273-seacev3-2026-200170-11-2026-08-19T10:31:35.969644-05:00,1196765,21224733,77121704.0,Servicios de tratamiento de aguas superficiales,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200563,ocds-dgv273-seacev3-1200563-2026-08-19T10:31:35.803288-05:00,1200563,21235438,50221101.0,Granos de cereal,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-1200563,ocds-dgv273-seacev3-1200563-2026-08-19T10:31:35.803288-05:00,1200563,21235435,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200190-11,ocds-dgv273-seacev3-2026-200190-11-2026-08-19T10:31:35.758989-05:00,1197179,21225399,53101602.0,Camisas para caballeros,UNSPSC,2026-03_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200528-2,ocds-dgv273-seacev3-2026-200528-2-2026-08-19T10:31:35.671151-05:00,1199659,21232488,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-03_seace_v3_csv_es
