Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,compiledRelease/tender/items/0/position,Entrega compilada:Licitación:Artículos que se adquirirán:Descripción,compiledRelease/tender/items/0/statusDetails,compiledRelease/tender/items/0/status,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Esquema,Entrega compilada:Licitación:Artículos que se adquirirán:Cantidad,compiledRelease/tender/items/0/totalValue/amount,compiledRelease/tender/items/0/totalValue/currency,compiledRelease/tender/items/0/totalValue/currencyName,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Nombre,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335948,101,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,67614.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335412,21,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,546825.92,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335406,17,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,616211.54,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335450,28,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,410390.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335434,20,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,565650.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336157,106,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,62728.92,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336224,127,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,50730.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335548,42,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,262158.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336193,117,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,58500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335426,18,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,574660.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335454,31,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,365080.14,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335459,24,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,486044.55,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336162,111,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,60540.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335512,35,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,330620.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336230,131,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,46818.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335561,45,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,239720.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335506,33,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,336266.37,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335364,4,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,6991539.2,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335373,7,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,2650704.6,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336158,107,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,61800.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335365,5,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,5018150.6,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335379,10,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,2217840.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335933,91,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,86050.32,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335472,32,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,351366.38,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335897,74,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,143250.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335351,9,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,2592500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335920,85,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,95976.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335932,90,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,87367.2,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335884,66,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,160140.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335885,67,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,158150.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335886,68,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,152308.5,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335887,69,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,151608.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336171,120,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,55170.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335347,6,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,4293633.44,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335349,8,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,2647835.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335471,29,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,406657.5,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335404,15,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,764650.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335405,16,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,725949.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335416,22,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,527668.86,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335879,61,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,169520.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335880,62,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,167930.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335881,63,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,164640.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335890,72,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,147550.62,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336218,134,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,45930.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336239,135,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457.0,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,44440.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
