Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,compiledRelease/contracts/0/items/0/position,Entrega compilada:Contratos:Artículos Contratados:Descripción,compiledRelease/contracts/0/items/0/statusDetails,compiledRelease/contracts/0/items/0/status,Entrega compilada:Contratos:Artículos Contratados:Clasificación:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Esquema,Entrega compilada:Contratos:Artículos Contratados:Cantidad,compiledRelease/contracts/0/items/0/totalValue/amount,compiledRelease/contracts/0/items/0/totalValue/currency,compiledRelease/contracts/0/items/0/totalValue/currencyName,Entrega compilada:Contratos:Artículos Contratados:Unidad:ID,Entrega compilada:Contratos:Artículos Contratados:Unidad:Nombre,Entrega compilada:Contratos:Artículos Contratados:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-1190225,ocds-dgv273-seacev3-1190225-2026-04-02T10:15:16.221603-05:00,2384308,21208269,1,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE ORUGA,Contratado,active,7214170100360040.0,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE ORUGA,CUBSO,492.0,137268.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-28-96,ocds-dgv273-seacev3-2026-28-96-2026-04-02T10:15:15.692067-05:00,2384349,21209837,1,Servicio dedicado de acceso a internet para el Poder Judicial,Contratado,active,8111210100232427.0,SERVICIO DE LINEA IP PARA ACCESO A INTERNET,CUBSO,1.0,96000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1952-27,ocds-dgv273-seacev3-2026-1952-27-2026-04-02T10:15:15.630488-05:00,2384178,21216204,1,ESPECIALISTA DE CONTRATACIONES PÚBLICAS EFICIENTES PARA LA ELABORACIÓN DE INSTRUMENTOS INSTRUCTIVO SOBRE MODALIDADES DE CONTRATACIÓN PÚBLICA EFICIENTE,Contratado,active,8012210100394301.0,SERVICIO LEGAL EN CONTRATACIONES DEL ESTADO,CUBSO,1.0,20000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190994,ocds-dgv273-seacev3-1190994-2026-04-02T10:15:15.406342-05:00,2384336,21210398,1,GABAPENTINA 300 mg TAB,Contratado,active,5114151700059105.0,GABAPENTINA 300 mg TAB,CUBSO,300000.0,34200.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191122,ocds-dgv273-seacev3-1191122-2026-04-02T10:15:12.634724-05:00,2384175,21210570,1,"ADQUISICIÓN DE ACERO CORRUGADO GRADO 60, PARA EL PROYECTO: ""MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA FAJA MARGINAL, MARGEN DERECHA DE TOTORAL DEL DISTRITO DE SAN JERÓNIMO, PROVINCIA ANDAHUAYLAS, DEPARTAMENTO APURÍMAC.",Contratado,active,,,,880.0,43373.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187377,ocds-dgv273-seacev3-1187377-2026-04-02T10:15:12.028051-05:00,2384299,21201161,1,CARTUCHO PARA ANALIZADOR DE GASES ARTERIALES + LACTATO,Contratado,active,4111580600349785.0,"CARTUCHO PARA ANALIZADOR DE GASES ARTERIALES, ELECTROLITOS Y METABOLITOS",CUBSO,9450.0,316575.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189336,ocds-dgv273-seacev3-1189336-2026-04-02T10:15:07.079747-05:00,2384304,21205632,1,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE OBRA: ""MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN PLAYA CENICERO ¿ DISTRITO DE MARCONA ¿ PROVINCIA DE NASCA ¿ DEPARTAMENTO DE ICA¿ CON CUI N° 2694797",Contratado,active,8110151000349110.0,SUPERVISION DE OBRA DE CONSTRUCCION DE CAMINOS VECINALES,CUBSO,1.0,120916.23,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1689-3,ocds-dgv273-seacev3-2026-1689-3-2026-04-02T10:15:06.395051-05:00,2384265,21197164,1,CONTRATACION DE EJECUCION DE OBRA PAVIMENTACION VIZCACHANI,Contratado,active,7214100100233103.0,CONSTRUCCION DE CALLES CON PAVIMENTO,CUBSO,1.0,1802179.63,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191190,ocds-dgv273-seacev3-1191190-2026-04-02T10:15:06.200539-05:00,2384312,21210735,1,Fierro corrugado,Contratado,active,,,,3166.0,74490.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187730,ocds-dgv273-seacev3-1187730-2026-04-02T10:15:01.587426-05:00,2384140,21201740,1,"ADQUISICIÓN DE MEDIDORES DE AGUA POTABLE FRIA PARA CONEXIONES DOMICILIARIAS DEL TIPO VELOCIDAD EN DIAMETROS NOMINALES DN15, DN20, DN25 Y DN50, PARA LAS ADMINISTRACIONES DE HUACHO, COMPRENDIDOS EN EL SISTEMA DE ABASTECIMIENTO DE LA EPS AGUAS DE LIMA N",Contratado,active,4111250400370770.0,MACROMEDIDOR DIGITAL DE AGUA POTABLE DE 110 mm,CUBSO,1.0,330630.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187381,ocds-dgv273-seacev3-1187381-2026-04-02T10:15:01.538695-05:00,2384072,21201058,1,CEMENTO PORTLAND TIPO I X 42.50 kg,Contratado,active,3011160100012771.0,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,2827.01,84244.6,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188388,ocds-dgv273-seacev3-1188388-2026-04-02T10:14:57.319162-05:00,2384359,21203417,1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CONSTRUCCIÓN DE POZO TUBULAR PARA CAPTACIÓN SUBTERRÁNEA, ESTACIÓN DE BOMBEO Y LÍNEA DE IMPULSIÓN PARA EL CENTRO POBLADO PAMPA LIBRE DEL DISTRITO DE CHANCAY, PROVINCIA DE HUARAL, DEPARTAMENTO DE LIMA ¿ META",Contratado,active,7215280100233162.0,CONSTRUCCION DE POZOS DE AGUA,CUBSO,1.0,461139.82,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-808-2,ocds-dgv273-seacev3-2026-808-2-2026-04-02T10:14:57.292705-05:00,2384255,21210340,1,"SERVICIO DE SUMINSTRO, FABRICACION E INSTALACION DE ESTRUCTURA METALICA Y MALLA PARA 7 CERCOS PERIMETRICOS para la ejecución del proyecto CREACION DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN LA COMUNIDAD CAMPESINA DE MARQUIRI BAJO, SECTORES: CHEC",Contratado,active,,,,1.0,153900.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191065,ocds-dgv273-seacev3-1191065-2026-04-02T10:14:56.324978-05:00,2384334,21210478,1,SEVOFLURANO SOL PARA INHALACION 250 mL,Contratado,active,5114294200058615.0,SEVOFLURANO SOL PARA INHALACION 250 mL,CUBSO,275.0,52250.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10211-9,ocds-dgv273-seacev3-2026-10211-9-2026-04-02T10:14:55.255018-05:00,2384130,21203487,1,ADQUISICION DE MEDICAMENTOS PARA CUBRIR LA DEMANDA 2026 LOS QUE NO SE ENCUENTRAN EN EL LISTADO DE BIENES COMUNES PARA EL HOSPITAL REGIONAL DE CAÑETE REZOLA,Contratado,active,5116181200062365.0,CLORFENAMINA + PARACETAMOL 3 mg + 500 mg TAB,CUBSO,38254.0,439100.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,2384137,21208772,4,ALVERJA SECA PARTIDA,Contratado,active,5022100100004644.0,ALVERJA VERDE SECA ENTERA,CUBSO,9397.5,72360.75,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,2384137,21208770,2,POLLO VIVO,Contratado,active,1010160100094988.0,POLLO VIVO,CUBSO,15939.63,184899.71,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,2384137,21208769,1,ARROZ EXTRA,Contratado,active,5022110800261845.0,ARROZ PILADO EXTRA,CUBSO,38041.8,155971.38,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190336,ocds-dgv273-seacev3-1190336-2026-04-02T10:14:54.873542-05:00,2384143,21208771,3,LENTEJA BB,Contratado,active,5022100100004693.0,LENTEJA BEBE,CUBSO,9389.25,73236.15,PEN,Nuevos Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189919,ocds-dgv273-seacev3-1189919-2026-04-02T10:14:53.296647-05:00,2384324,21207394,1,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA PARA LA SUPERVISIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE MOVILIDAD URBANA EN EL SECTOR 11 DE LA ZONA SUR DEL DISTRITO DE PARCONA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA¿ CON CUI N° 2626163 ¿ PRIMERA,Contratado,active,8110151000336392.0,SUPERVISION DE OBRA DE CONSTRUCCION DE CARRETERAS CON PAVIMENTOS ASFALTICOS O CONCRETO,CUBSO,1.0,141749.33,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1952-43,ocds-dgv273-seacev3-2026-1952-43-2026-04-02T10:14:52.158477-05:00,2384195,21219814,1,"CONTRATACIÓN DE UN ESPECIALISTA EN COMPETENCIAS Y ESCALABILIDAD PARA EL DISEÑO, DESARROLLO Y DESPLIEGUE DE TRES (3) PROGRAMAS DE CAPACITACIÓN VIRTUAL POR NIVELES (BÁSICO, INTERMEDIO Y AVANZADO) PARA EL FORTALECIMIENTO DE COMPETENCIAS DEL COMPRADOR PÚBLICO",Contratado,active,8111150900269889.0,SERVICIO DE DISEÑO DE CURSO DE CAPACITACION VIRTUAL,CUBSO,1.0,60000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186367,ocds-dgv273-seacev3-1186367-2026-04-02T10:14:50.664793-05:00,2384241,21197759,1,"CONTRATACIÒN DE LA CONSULTORIA DE OBRA PARA LA SUPERVISIÒN DE LA OBRA:MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA ZONA SURESTE DEL CENTRO POBLADO MOCUPE DISTRITO LAGUNAS DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE"" CUI N°260415",Contratado,active,7214110600393492.0,SUPERVISION DE OBRA DE REPARACION DE VIAS VECINALES,CUBSO,1.0,297253.41,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-2,ocds-dgv273-seacev3-2026-10184-2-2026-04-02T10:14:45.852541-05:00,2384316,21206200,1,ADQUISICION DE SABANAS CELESTES,Contratado,active,5212150900367845.0,SABANA DE TOCUYO PLANO TAFETAN 20/1 Ne Y 16/1 Ne DE 180 g/m2 APROX. LITERA CON ELASTICO,CUBSO,1090.0,56680.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191147,ocds-dgv273-seacev3-1191147-2026-04-02T10:14:43.383092-05:00,2384251,21210634,1,"ADQUISCION DE AGREGADOS SEGUN ESPECIFICACIONES TECNICAS, PARA LA META: MEJORAMIENTO DE TRANSITABILIDAD VIAL VEHICULAR Y PEATONAL EN LOS JIRONES CEMENTERIO, JR. PEDAGÓGICO, JR. HUATASANI, JR. 27 DE JULIO Y PASAJE PAMPILLA DE LA LOCALIDAD DE HUANCANE",Contratado,active,,,,100.0,63000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189390,ocds-dgv273-seacev3-1189390-2026-04-02T10:14:42.647826-05:00,2384373,21205691,1,"CONTRATACION DEL SERVICIO DE ALQUILER DE CARGADOR FRONTAL (MAQUINA SECA) PARA LA EJECUCIÓN DE LA FICHA TECNICA DENOMINADA: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LOS CAMINOS VECINALES (TACALPO ¿ ESPINDOLA), (PORTACHUELO DE",Contratado,active,7214170100232859.0,SERVICIO DE ALQUILER DE CARGADOR FRONTAL,CUBSO,1.0,230992.58,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188573,ocds-dgv273-seacev3-1188573-2026-04-02T10:14:41.624594-05:00,2384287,21204019,1,ABARROTES Y OTROS CON FICHA TECNICA,Contratado,active,,,,1.0,82500.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185739,ocds-dgv273-seacev3-1185739-2026-04-02T10:14:39.682887-05:00,2384286,21197160,1,"¿CONSTRUCCIÓN DE AMBIENTE DE USOS MÚLTIPLES Y SERVICIOS HIGIÉNICOS Y/O VESTIDORES; ADQUISICION DE ASCENSOR; EN EL(LA) LOCAL MUNICIPAL CASA DE LA MUJER EN EL CENTRO POBLADO PUEBLO LIBRE, DISTRITO DE PUEBLO LIBRE, PROVINCIA LIMA, DEPARTAMENTO LIMA¿ CON",Contratado,active,7212110100233170.0,CONSTRUCCION DE AMBIENTES PARA OFICINAS,CUBSO,1.0,1168017.62,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1593-32,ocds-dgv273-seacev3-2026-1593-32-2026-04-02T10:14:39.533407-05:00,2384372,21201514,1,"CONTRATACION DEL SERVICIO DE ALQUILER DE EXCAVADORA SOBRE ORUGAS (MAQUINA SECA), PARA EJECUCION DEL PROYECTO DENOMINADO: ""CREACIÓN DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN TRAMO DESDE LA LOCALIDAD DE TAMBO (DESVIÓ. PE-3N) HASTA LA LOCALIDA",Contratado,active,7214170100360040.0,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE ORUGA,CUBSO,1.0,165880.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2352-6,ocds-dgv273-seacev3-2026-2352-6-2026-04-02T10:14:38.985866-05:00,2384131,21197888,1,ADQUISICION DE INSUMO QUIMICO CLORO GAS AL 99.5 PARA LA POTABILIZACION DEL AGUA EN LA EPS AGUAS DE LIMA NORTE S.A.,Contratado,active,1214190100391789.0,"CLORO GAS LICUADO AL 99,5% A GRANEL",CUBSO,11424.0,140515.2,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191462,ocds-dgv273-seacev3-1191462-2026-04-02T10:14:35.028483-05:00,2384145,21211442,1,ADQUISICIÓN DE MOBILIARIO PARA EL PROYECTO: MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA EN LA INSTITUCIÓN EDUCATIVA TALAVERA LA REYNA DE LA LOCALIDAD DE PAMPAMARCA DEL DISTRITO DE TALAVERA,Contratado,active,,,,270.0,48800.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1922-19,ocds-dgv273-seacev3-2026-1922-19-2026-04-02T10:14:34.932626-05:00,2384354,21212217,1,SERVICIO DE COBRO REVERTIDO AUTOMÁTICO (0800),Contratado,active,8311150800232361.0,SERVICIO DE TELEFONIA GRATUITA PARA EL CLIENTE,CUBSO,1.0,159000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190154,ocds-dgv273-seacev3-1190154-2026-04-02T10:14:34.789325-05:00,2384109,21208402,1,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA EJECUCIO DE OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN VEREDAS PEATONALES, EN LA AV. MARSICAL CASTILLA, JR. MIGUEL GRAU, JR. JESUS DE NAZARET, PJE. ESTELA NORIEGA",Contratado,active,7214110600393492.0,SUPERVISION DE OBRA DE REPARACION DE VIAS VECINALES,CUBSO,1.0,156067.73,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188416,ocds-dgv273-seacev3-1188416-2026-04-02T10:14:34.775064-05:00,2384244,21203662,1,ADQUISICION DE COMBUSTIBLE DIESEL B5 S-50 Y GASOHOL REGULAR PARA LAS UNIDADES MOVILES DE LA MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL DEL AÑO 2026,Contratado,active,,,,9731.0,125127.25,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200206-6,ocds-dgv273-seacev3-2026-200206-6-2026-04-02T10:14:34.670876-05:00,2384210,21207607,1,"ADQUISICION DE SUMINISTRO DE ALIMENTOS COMPLEMENTARIOS PARA LOS ESTUDIANTES DE LA SECUNDARIA CON RESIDENCIA ESTUDIANTIL ""AGROPECUARIO VALLE DEL SISA"" -UGEL EL DORADO",Contratado,active,5020170600002709.0,CAFE TORRADO MOLIDO,CUBSO,17198.0,55484.2,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189091,ocds-dgv273-seacev3-1189091-2026-04-02T10:14:33.384292-05:00,2384148,21205027,1,CEMENTO PORTLAND TIPO I X 42.50 kg,Contratado,active,3011160100012771.0,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,900000.0,617000.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189108,ocds-dgv273-seacev3-1189108-2026-04-02T10:14:33.040659-05:00,2384289,21205034,1,CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kg,Contratado,active,3011160100012953.0,CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kg,CUBSO,18000.0,528300.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189110,ocds-dgv273-seacev3-1189110-2026-04-02T10:14:31.318444-05:00,2384269,21205035,1,DIESEL B5 S-50,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,3387.0,67740.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189205,ocds-dgv273-seacev3-1189205-2026-04-02T10:14:29.915025-05:00,2384240,21205238,1,"ADQUISICIÓN DE MEDICAMENTOS PARA SER UTILIZADOS EN LA ATENCIÓN DE PACIENTES ASEGURADOS AL SEGURO INTEGRAL DE SALUD (SIS).; DEPARTAMENTO DE UCAYALI, PROVINCIA DE ATALAYA, DISTRITO DE RAIMONDI.",Contratado,active,,,,1.0,779999.9,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185975,ocds-dgv273-seacev3-1185975-2026-04-02T10:14:29.023956-05:00,2384363,21197332,1,"CONTRATACION PARA LA DQUISICION DE GANADO VACUNO EN ALTA CALIDAD GENETICA PARA EL PLAN DE NEGOCIO: ""MEJORAMIENTO DEL PROCESO PRODUCTIVO DEL GANADO VACUNO EN LA ASOCIACION DE AGROGANADEROS KOVINTSARI DEL RIO PAKIRIA MEGANTONI DE LA COMUNIDAD NATIVA NU",Contratado,active,1010151600365045.0,BOVINO BRAHMAN PPC HEMBRA,CUBSO,20.0,120000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1184406,ocds-dgv273-seacev3-1184406-2026-04-02T10:14:28.970153-05:00,2384225,21194335,1,"CONTRATACION PARA LA EJECUCION DE LA OBRA: CREACION DE CAMPO DEPORTIVO RECREACIONAL EN LA LOCALIDAD DE VILLAMANTARO DEL DISTRITO DE ROSARIO - PROVINCIA DE ACOBAMBA - DEPARTAMENTO DE HUANCAVELICA, CON CUI: 2568222",Contratado,active,7215310200388612.0,CONSTRUCCION DE CAMPO DEPORTIVO CON CESPED SINTETICO,CUBSO,1.0,706618.36,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186737,ocds-dgv273-seacev3-1186737-2026-04-02T10:14:28.836657-05:00,2384341,21197987,1,"ADQUISICION DE SUMINISTRO DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MARCOS, PROVINCIA DE HUARI-ANCASH, PERIODO 2026.",Contratado,active,,,,1.0,424425.2,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186667,ocds-dgv273-seacev3-1186667-2026-04-02T10:14:28.768724-05:00,2384227,21200276,1,"EJECUCIÓN DE OBRA: ¿MEJORAMIENTO Y AMPLIACION DE LA AVENIDA 28 DE JULIO DE VILLA PUNCHANA, DISTRITO DE PUNCHANA ¿ MAYNAS - LORETO¿ CUI N° 2184820",Contratado,active,7214100100233103.0,CONSTRUCCION DE CALLES CON PAVIMENTO,CUBSO,1.0,17021025.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187818,ocds-dgv273-seacev3-1187818-2026-04-02T10:14:28.388888-05:00,2384138,21201936,1,FIDEOS LARGOS DIVERSOS,Contratado,active,5019290200389780.0,FIDEOS LARGOS DIVERSOS,CUBSO,27034.5,95161.44,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-104-2,ocds-dgv273-seacev3-2026-104-2-2026-04-02T10:14:24.042624-05:00,2384159,21209038,1,"ADQUISICIÓN DE 21,120 TARROS DE LECHE EVAPORADA ENTERA 410 GR.",Contratado,active,5013170200307453.0,LECHE EVAPORADA ENTERA X 400 g  APROX.,CUBSO,21120.0,84480.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189872,ocds-dgv273-seacev3-1189872-2026-04-02T10:14:23.816027-05:00,2384187,21207085,1,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) MODALIDAD PANTBC DE LA MUNICIPALIDAD DE CIENEGUILLA,Contratado,active,,,,1.0,89175.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189520,ocds-dgv273-seacev3-1189520-2026-04-02T10:14:23.800078-05:00,2384147,21206045,1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DEL IOARR: ""CONSTRUCCIÓN DE LABORATORIO ESPECIFICO Y/O ESPECIALIDAD; ADQUISICIÓN DE PROCESADOR AUTOMÁTICO DE TEJIDOS, ESTACIÓN DE INCLUSIÓN INTEGRADA Y CABINA DE FLUJO LAMINAR HORI",Contratado,active,8110150800354139.0,SUPERVISION DE OBRA DE CONSTRUCCION DE INFRAESTRUCTURA DE SALUD,CUBSO,1.0,85975.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10601-1,ocds-dgv273-seacev3-2026-10601-1-2026-04-02T10:14:23.773448-05:00,2384216,21210333,1,ADQUISICION DE COMBUSTIBLE Y CARBURANTES PARA LA DIRECCION REGIONAL DE SALUD TACNA,Contratado,active,,,,7682.0,123879.5,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1877-4,ocds-dgv273-seacev3-2026-1877-4-2026-04-02T10:14:23.439355-05:00,2384290,21208750,1,ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTRIA- PCA PERIODO 2026,Contratado,active,,,,8037.22,113215.68,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191577,ocds-dgv273-seacev3-1191577-2026-04-02T10:14:22.977082-05:00,2384340,21211670,1,CONTRATACIÓN DEL SERVICIO DE RENOVACIÓN DE LICENCIAS Y SUSCRIPCIONES DE LOS SOFTWARES DE SISTEMA DE INFORMACIÓN GEOGRÁFICA MARCA ARCGIS,Contratado,active,8111250100375156.0,SERVICIO DE RENOVACION DE LICENCIA DE SOFTWARE DE ADMINISTRACION DE BASE DE DATOS,CUBSO,1.0,3910482.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191934,ocds-dgv273-seacev3-1191934-2026-04-02T10:14:22.212247-05:00,2384298,21212566,1,GAS LICUADO DE PETROLEO EN BALON DE 10 kg,Contratado,active,1511151000311339.0,GAS LICUADO DE PETROLEO EN BALON DE 10 kg,CUBSO,909.0,49995.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
