Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Esquema,_mes_origen
ocds-dgv273-seacev3-1215341,ocds-dgv273-seacev3-1215341-2026-09-18T10:23:07.333917-05:00,2423042,21276362,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214501,ocds-dgv273-seacev3-1214501-2026-09-18T10:23:07.237159-05:00,2422895,21273558,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214573,ocds-dgv273-seacev3-1214573-2026-09-18T10:23:07.223408-05:00,2423052,21273845,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215442,ocds-dgv273-seacev3-1215442-2026-09-18T10:23:07.191195-05:00,2423008,21276619,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214765,ocds-dgv273-seacev3-1214765-2026-09-18T10:22:56.230820-05:00,2422891,21274178,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185714,ocds-dgv273-seacev3-1185714-2026-09-18T10:22:55.269747-05:00,2382158,21199221,15101505.0,Diesel,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185714,ocds-dgv273-seacev3-1185714-2026-09-18T10:22:55.269747-05:00,2382158,21199222,15101506.0,Gasolina o Petróleo,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185683,ocds-dgv273-seacev3-1185683-2026-09-18T10:22:55.214873-05:00,2380269,21197040,15101506.0,Gasolina o Petróleo,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185683,ocds-dgv273-seacev3-1185683-2026-09-18T10:22:55.214873-05:00,2380284,21197041,15101505.0,Diesel,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214602,ocds-dgv273-seacev3-1214602-2026-09-18T10:22:45.164822-05:00,2422880,21273890,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214564,ocds-dgv273-seacev3-1214564-2026-09-18T10:22:44.855252-05:00,2422857,21273736,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214556,ocds-dgv273-seacev3-1214556-2026-09-18T10:22:44.715861-05:00,2422934,21273734,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215803,ocds-dgv273-seacev3-1215803-2026-09-18T10:22:44.550471-05:00,2423056,21277725,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184422,ocds-dgv273-seacev3-1184422-2026-09-18T10:22:43.939430-05:00,2382692,21194170,72121101.0,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1210569,ocds-dgv273-seacev3-1210569-2026-09-18T10:22:33.252107-05:00,2395941,21262653,50192109.0,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1190087,ocds-dgv273-seacev3-1190087-2026-09-18T10:22:32.782324-05:00,2405293,21208016,72141106.0,Servicios de construcción de caminos de grava o tierra,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214538,ocds-dgv273-seacev3-1214538-2026-09-18T10:22:23.072758-05:00,2422835,21273635,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215580,ocds-dgv273-seacev3-1215580-2026-09-18T10:22:22.933621-05:00,2422975,21277168,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214371,ocds-dgv273-seacev3-1214371-2026-09-18T10:22:22.592549-05:00,2422884,21273073,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215478,ocds-dgv273-seacev3-1215478-2026-09-18T10:22:22.248989-05:00,2423024,21276639,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1545-1,ocds-dgv273-seacev3-2026-1545-1-2026-09-18T10:22:21.672582-05:00,2382090,21195478,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-422-15,ocds-dgv273-seacev3-2026-422-15-2026-09-18T10:22:21.375500-05:00,2386288,21199194,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214402,ocds-dgv273-seacev3-1214402-2026-09-18T10:22:10.761653-05:00,2423013,21273314,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214419,ocds-dgv273-seacev3-1214419-2026-09-18T10:22:10.642971-05:00,2422918,21273328,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184613,ocds-dgv273-seacev3-1184613-2026-09-17T10:19:21.455014-05:00,2378966,21195217,72121203.0,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184703,ocds-dgv273-seacev3-1184703-2026-09-17T10:19:21.082535-05:00,2422461,21195457,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184475,ocds-dgv273-seacev3-1184475-2026-09-17T10:19:20.959120-05:00,2376207,21194377,81101507.0,Ingeniería de presas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185159,ocds-dgv273-seacev3-1185159-2026-09-17T10:19:09.849016-05:00,2386202,21196574,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10352-1,ocds-dgv273-seacev3-2026-10352-1-2026-09-16T10:18:59.300666-05:00,2379246,21196628,15101505.0,Diesel,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184897,ocds-dgv273-seacev3-1184897-2026-09-13T12:05:37.258337-05:00,2401051,21195754,72121101.0,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1295-10,ocds-dgv273-seacev3-2026-1295-10-2026-09-13T12:05:26.334745-05:00,2382288,21197229,72121101.0,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1242638,ocds-dgv273-seacev3-1242638-2026-09-13T12:05:19.754778-05:00,2421696,21350906,81101510.0,Ingeniería de carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185698,ocds-dgv273-seacev3-1185698-2026-09-13T12:05:14.759136-05:00,2386016,21199191,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-999-3,ocds-dgv273-seacev3-2026-999-3-2026-09-13T12:05:03.375062-05:00,2379400,21195668,72121408.0,Servicios de construcción de estadios,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1295-11,ocds-dgv273-seacev3-2026-1295-11-2026-09-13T12:04:52.008815-05:00,2388788,21199372,72121103.0,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184529,ocds-dgv273-seacev3-1184529-2026-09-13T12:04:29.458628-05:00,2373176,21194646,80141607.0,Gestión de eventos,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184650,ocds-dgv273-seacev3-1184650-2026-09-13T12:04:29.425951-05:00,2378436,21195274,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1186085,ocds-dgv273-seacev3-1186085-2026-09-10T10:20:23.069866-05:00,2384070,21197479,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1247575,ocds-dgv273-seacev3-1247575-2026-09-09T10:24:35.882535-05:00,2420582,21363607,78101802.0,Servicios de transporte regional o nacional en camión,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1205782,ocds-dgv273-seacev3-1205782-2026-09-09T10:23:54.101914-05:00,2386507,21250224,80101505.0,Desarrollo de objetivos o políticas corporativas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184761,ocds-dgv273-seacev3-1184761-2026-09-09T10:23:42.687481-05:00,2382670,21195510,72141106.0,Servicios de construcción de caminos de grava o tierra,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185208,ocds-dgv273-seacev3-1185208-2026-09-07T10:14:48.969321-05:00,2420090,21196650,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1235-2,ocds-dgv273-seacev3-2026-1235-2-2026-09-07T10:14:28.177764-05:00,2382936,21199177,72121505.0,Servicios de construcción de plantas para tratamiento de aguas residuales y aguas servidas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185163,ocds-dgv273-seacev3-1185163-2026-09-05T13:35:53.243611-05:00,2377481,21196599,78141501.0,Servicios de expedición de carga,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185911,ocds-dgv273-seacev3-1185911-2026-09-04T13:58:05.505788-05:00,2384612,21199456,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184595,ocds-dgv273-seacev3-1184595-2026-09-03T10:50:53.090462-05:00,2383269,21195048,72121203.0,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-614-2,ocds-dgv273-seacev3-2026-614-2-2026-09-03T10:50:53.071410-05:00,2382314,21198961,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1320-13,ocds-dgv273-seacev3-2026-1320-13-2026-09-03T10:50:35.674070-05:00,2391468,21197313,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185834,ocds-dgv273-seacev3-1185834-2026-08-30T10:02:47.599381-05:00,2384135,21197254,72121403.0,Servicios de construcción de hospitales,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1922-6,ocds-dgv273-seacev3-2026-1922-6-2026-08-30T10:02:47.556174-05:00,2385097,21199369,76111501.0,Servicios de limpieza de edificios,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185032,ocds-dgv273-seacev3-1185032-2026-08-30T10:02:36.630142-05:00,2377137,21196138,30111601.0,Cemento,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200537-19,ocds-dgv273-seacev3-2026-200537-19-2026-08-30T10:02:36.616365-05:00,2376083,21196897,92101501.0,Servicios de vigilancia,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184855,ocds-dgv273-seacev3-1184855-2026-08-29T10:11:06.402188-05:00,2379286,21195681,72152707.0,Servicios de construcción de muros de retención,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1244136,ocds-dgv273-seacev3-1244136-2026-08-29T10:10:47.215744-05:00,2417774,21354977,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1190013,ocds-dgv273-seacev3-1190013-2026-08-28T10:30:20.750951-05:00,2391159,21207657,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184341,ocds-dgv273-seacev3-1184341-2026-08-28T10:29:12.181563-05:00,2381279,21193807,72153605.0,Servicios de remodelación de cocinas y servicios higiénicos,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200433-12,ocds-dgv273-seacev3-2026-200433-12-2026-08-26T10:29:01.229980-05:00,2390151,21195662,72102103.0,Servicios de exterminación o fumigación,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185406,ocds-dgv273-seacev3-1185406-2026-08-26T10:28:50.153694-05:00,2379361,21196874,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1003013323-5,ocds-dgv273-seacev3-2026-1003013323-5-2026-08-23T10:34:10.993180-05:00,2381632,21196176,76111501.0,Servicios de limpieza de edificios,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1062-10,ocds-dgv273-seacev3-2026-1062-10-2026-08-22T10:44:02.750803-05:00,2388315,21194395,72152605.0,Servicios de montaje y reparación de techos,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184920,ocds-dgv273-seacev3-1184920-2026-08-22T10:43:06.743846-05:00,2376364,21195755,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1189633,ocds-dgv273-seacev3-1189633-2026-08-21T10:30:18.965219-05:00,2384435,21206412,72152605.0,Servicios de montaje y reparación de techos,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184913,ocds-dgv273-seacev3-1184913-2026-08-20T10:30:08.506551-05:00,2378136,21195783,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1926-12,ocds-dgv273-seacev3-2026-1926-12-2026-08-19T10:31:35.283978-05:00,2386201,21197294,80141507.0,"Investigación, talleres o focus groups basados en el consumidor",UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1324-16,ocds-dgv273-seacev3-2026-1324-16-2026-08-19T10:31:13.137321-05:00,2380359,21199412,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1186276,ocds-dgv273-seacev3-1186276-2026-08-18T10:20:26.490542-05:00,2380708,21199827,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185404,ocds-dgv273-seacev3-1185404-2026-08-16T10:07:48.265269-05:00,2383827,21196856,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1212-11,ocds-dgv273-seacev3-2026-1212-11-2026-08-14T10:33:12.194290-05:00,2377170,21195639,15101505.0,Diesel,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185139,ocds-dgv273-seacev3-1185139-2026-08-14T10:32:49.961607-05:00,2375527,21196545,80101508.0,Servicios de consultoría de inteligencia empresarial,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1874-8,ocds-dgv273-seacev3-2026-1874-8-2026-08-13T10:27:57.945565-05:00,2384443,21196532,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185617,ocds-dgv273-seacev3-1185617-2026-08-13T10:27:35.925598-05:00,2378851,21199175,82121599.0,Impresión,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1320-10,ocds-dgv273-seacev3-2026-1320-10-2026-08-12T10:29:43.225309-05:00,2388682,21197280,72141001.0,Servicios de construcción de pistas y carreteras nuevas,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185324,ocds-dgv273-seacev3-1185324-2026-08-06T10:26:55.558427-05:00,2383185,21196768,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184991,ocds-dgv273-seacev3-1184991-2026-08-06T10:26:44.444188-05:00,2384226,21196100,5019.0,Alimentos preparados y conservados,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184991,ocds-dgv273-seacev3-1184991-2026-08-06T10:26:44.444188-05:00,2384207,21196101,5019.0,Alimentos preparados y conservados,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1584-3,ocds-dgv273-seacev3-2026-1584-3-2026-08-06T10:26:44.203532-05:00,2379409,21199455,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1225271,ocds-dgv273-seacev3-1225271-2026-08-05T10:26:25.477901-05:00,2412295,21307139,80171801.0,Servicio de monitoreo de los medios de comunicación,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185366,ocds-dgv273-seacev3-1185366-2026-08-05T10:25:56.782951-05:00,2384048,21196819,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1205774,ocds-dgv273-seacev3-1205774-2026-08-02T10:08:54.648231-05:00,2411759,21250181,91111601.0,Servicios de limpieza y mantenimiento,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1237258,ocds-dgv273-seacev3-1237258-2026-08-02T10:08:47.141067-05:00,2412037,21338637,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1693-1,ocds-dgv273-seacev3-2026-1693-1-2026-08-02T10:08:41.959248-05:00,2379510,21196136,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-690-2,ocds-dgv273-seacev3-2026-690-2-2026-07-26T10:08:01.586492-05:00,2376496,21194983,50221101.0,Granos de cereal,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-690-2,ocds-dgv273-seacev3-2026-690-2-2026-07-26T10:08:01.586492-05:00,2376554,21194982,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185145,ocds-dgv273-seacev3-1185145-2026-07-26T10:08:01.538194-05:00,2378983,21196553,50192109.0,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184656,ocds-dgv273-seacev3-1184656-2026-07-26T10:07:53.544629-05:00,2395244,21195288,81101515.0,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1952-87,ocds-dgv273-seacev3-2026-1952-87-2026-07-24T10:24:08.405479-05:00,2382820,21200799,81111602.0,Programación de Java,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-505-6,ocds-dgv273-seacev3-2026-505-6-2026-07-24T10:24:07.470283-05:00,2378848,21198937,30111601.0,Cemento,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185263,ocds-dgv273-seacev3-1185263-2026-07-24T10:23:55.612402-05:00,2378260,21198602,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-13-49,ocds-dgv273-seacev3-2026-13-49-2026-07-23T10:30:25.790412-05:00,2409600,21195567,81112101.0,Proveedores de servicios de Internet,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-13-49,ocds-dgv273-seacev3-2026-13-49-2026-07-23T10:30:25.790412-05:00,2409634,21195566,81112101.0,Proveedores de servicios de Internet,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1648-9,ocds-dgv273-seacev3-2026-1648-9-2026-07-23T10:29:04.572029-05:00,2379035,21199454,15101505.0,Diesel,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1339-3,ocds-dgv273-seacev3-2026-1339-3-2026-07-22T10:31:51.586610-05:00,2377213,21195757,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-780-1,ocds-dgv273-seacev3-2026-780-1-2026-07-17T10:26:14.869579-05:00,2377844,21195970,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200168-123,ocds-dgv273-seacev3-2026-200168-123-2026-07-16T10:26:07.174754-05:00,2407905,21308583,80101604.0,Administración o planificación de proyectos,UNSPSC,2026-01_seace_v3_csv_es
