Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días)
ocds-dgv273-seacev3-1195113,ocds-dgv273-seacev3-1195113-2026-08-23T10:33:39.521681-05:00,compiled,2026-08-23T10:33:39.521668-05:00,ocds-dgv273-seacev3-1195113,2026-08-23T10:33:39.521686-05:00,tender,PE-CONSUCODE-1983,INSTITUTO TECNOLOGICO DE LA PRODUCCION,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION SERVICIOS DE INNOVACIÓN PRODUCTIVA Y TRANSFERENCIA TECNOLÓGICA EN LA CADENA DE VALOR DE PRODUCTOS PROCESADOS DE FRUTAS, HORTALIZAS, LEGUMBRES, CEREALES (ARÁNDANOS, MARACUYÁ, PIÑA, PIMIENTO, AJÍ, CHÍA Y QUINUA) Y LÁCTEOS EN EL CITEAGROINDUSTRIAL CHAVIMOCHIC  DISTRITO DE VIRU - PROVINCIA DE VIRU - DEPARTAMENTO DE LA LIBERTAD",2486406,995085.0,PEN,Soles,1195113,INTER-PROC-1-2026-ITP-1,Adquisición de un (01) atomizador para el proyecto vinculado al CITE Agroindustrial Chavimochic.,PE-CONSUCODE-1983,INSTITUTO TECNOLOGICO DE LA PRODUCCION,2026-03-11T13:04:00-05:00,open,Contratación Internacional,goods,goods,995085.0,PEN,Soles,995085.0,2026-03-11T00:00:00-05:00,2026-03-11T00:00:00-05:00,1,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1234645,ocds-dgv273-seacev3-1234645-2026-08-22T10:45:04.350742-05:00,compiled,2026-08-22T10:45:04.350729-05:00,ocds-dgv273-seacev3-1234645,2026-08-22T10:45:04.350747-05:00,tender,PE-CONSUCODE-1077,MUNICIPALIDAD DISTRITAL DE EL TAMBO,Fondos Públicos,,,760050.0,PEN,Soles,1234645,LP-SM-1-2025-MDT/CS-1,"¿ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE EL TAMBO, PARA EL AÑO 2026""",PE-CONSUCODE-1077,MUNICIPALIDAD DISTRITAL DE EL TAMBO,2026-03-06T16:27:00-05:00,open,Licitación Pública,goods,goods,1540368.0,PEN,Soles,760050.0,2026-03-06T00:00:00-05:00,2026-03-06T00:00:00-05:00,13,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-07T00:01:00-05:00,2026-03-17T23:59:00-05:00,10
ocds-dgv273-seacev3-1232156,ocds-dgv273-seacev3-1232156-2026-08-22T10:45:03.003812-05:00,compiled,2026-08-22T10:45:03.003799-05:00,ocds-dgv273-seacev3-1232156,2026-08-22T10:45:03.003819-05:00,tender,PE-CONSUCODE-1193,MUNICIPALIDAD DISTRITAL DE HUANCHACO,Fondos Públicos,"REPARACION DE CALZADA O PISTA; EN EL(LA) EN LOS SECTORES DE HUANCHACO BALNEARIO  DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",2713780,602864.6,PEN,Soles,1232156,LP-ABR-1-2026-MDH/CS-1,"REPARACION DE CALZADA O PISTA; EN EL(LA) EN LOS SECTORES DE HUANCHACO BALNEARIO DISTRITO DE HUANCHACO, PROVINCIA TRUJILLO, DEPARTAMENTO LA LIBERTAD",PE-CONSUCODE-1193,MUNICIPALIDAD DISTRITAL DE HUANCHACO,2026-03-27T15:47:00-05:00,,Licitación Pública Abreviada,works,works,602864.6,PEN,Soles,602864.6,2026-03-27T00:00:00-05:00,2026-03-27T00:00:00-05:00,23,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-28T00:01:00-05:00,2026-04-01T23:59:00-05:00,4
ocds-dgv273-seacev3-1221853,ocds-dgv273-seacev3-1221853-2026-08-22T10:45:02.107977-05:00,compiled,2026-08-22T10:45:02.107965-05:00,ocds-dgv273-seacev3-1221853,2026-08-22T10:45:02.107983-05:00,tender,PE-CONSUCODE-1341,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,Fondos Públicos,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA URB. SAN VALENTIN I ETAPA   DISTRITO DE SAN MARTIN DE PORRES DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2712868,1889434.82,PEN,Soles,1221853,LP-ABR-8-2026-C/MDSMP-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CREACION DE SERVICIOS DE MOVILIDAD URBANA EN LA URB. SAN VALENTIN I DISTRITO DE SAN MARTÍN DE PORRES, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA ¿ CUI N.° 2712868¿",PE-CONSUCODE-1341,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,2026-03-12T17:53:00-05:00,,Licitación Pública Abreviada,works,works,1889434.82,PEN,Soles,1889434.82,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,45,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-13T00:01:00-05:00,2026-03-17T23:59:00-05:00,4
ocds-dgv273-seacev3-1197355,ocds-dgv273-seacev3-1197355-2026-08-22T10:45:01.806079-05:00,compiled,2026-08-22T10:45:01.806067-05:00,ocds-dgv273-seacev3-1197355,2026-08-22T10:45:01.806085-05:00,tender,PE-CONSUCODE-204366,UNIDAD DE GESTIÓN DE APOYO AL DESARROLLO SOSTENIBLE DEL VRAEM,Fondos Públicos,,,129087.0,PEN,Soles,1197355,LP-ABR-3-2026-DEVIDA-UE006/OC-1,ADQUISICION DE HIDROXIDO DE COBRE 77% GRANULOS DISPERSABLES PARA LA ACTIVIDAD: ¿CAPACITACIÓN Y ASISTENCIA TÉCNICA DE LA CADENA DE VALOR DE PRODUCTOS ALTERNATIVOS SOSTENIBLES EN EL AMBITO DEL VRAEM - CULTIVO DE CAFÉ ¿ OZ SAN FRANCISCO¿,PE-CONSUCODE-204366,UNIDAD DE GESTIÓN DE APOYO AL DESARROLLO SOSTENIBLE DEL VRAEM,2026-03-17T21:10:00-05:00,,Licitación Pública Abreviada,goods,goods,129087.0,PEN,Soles,129087.0,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,24,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-18T00:01:00-05:00,2026-03-20T23:59:00-05:00,2
ocds-dgv273-seacev3-2026-2382-21,ocds-dgv273-seacev3-2026-2382-21-2026-08-22T10:45:01.743454-05:00,compiled,2026-08-22T10:45:01.743441-05:00,ocds-dgv273-seacev3-2026-2382-21,2026-08-22T10:45:01.743459-05:00,tender,PE-CONSUCODE-2382,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD,Fondos Públicos,,,,,,1200094,CP-ABR-2-2026-SEDALIB SA-1,"SERVICIO DE CONFECCIÓN DE UNIFORME DE VERANO E INVIERNO PARA PERSONAL EMPLEADO, SEGÚN PACTO COLECTIVO PERIODO 2026",PE-CONSUCODE-2382,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD,2026-03-26T10:50:00-05:00,,Concurso Público Abreviado,services,services,471935.0,PEN,Soles,471935.0,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-27T00:01:00-05:00,2026-03-31T23:59:00-05:00,4
ocds-dgv273-seacev3-2026-1963-10,ocds-dgv273-seacev3-2026-1963-10-2026-08-22T10:45:01.575429-05:00,compiled,2026-08-22T10:45:01.575415-05:00,ocds-dgv273-seacev3-2026-1963-10,2026-08-22T10:45:01.575435-05:00,tender,PE-CONSUCODE-1963,INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,Fondos Públicos,,,,,,1202062,CP-ABR-2-2026-INDECOPI-1,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA DE AIRE ACONDICIONADO TIPO CHILLER DEL EDIFICIO E DE LA SEDE CENTRAL DEL INDECOPI,PE-CONSUCODE-1963,INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,2026-03-31T20:06:00-05:00,,Concurso Público Abreviado,services,services,150000.0,PEN,Soles,150000.0,2026-03-31T00:00:00-05:00,2026-03-31T00:00:00-05:00,33,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-04-01T00:01:00-05:00,2026-04-08T23:59:00-05:00,7
ocds-dgv273-seacev3-1227960,ocds-dgv273-seacev3-1227960-2026-08-22T10:44:43.777703-05:00,compiled,2026-08-22T10:44:43.777690-05:00,ocds-dgv273-seacev3-1227960,2026-08-22T10:44:43.777723-05:00,tender,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,Fondos Públicos,"CREACION Y MEJORAMIENTO DE LA CARRETERA SAN JOSE CHOYMACOTA TRAMO PUTIS-APULEMA-PACHACHACA-CHONGOS, DISTRITO DE SANTILLANA, SIVIA Y LLOCHEGUA, PROVINCIA DE HUANTA-AYACUCHO",2234028,,,,1227960,CP SER-SM-7-2026-GRA-SEDECENTRAL-1,"CONTRATACIÓN DEL SERVICIO DE VOLADURA (PERFORACIÓN , CARGUÍO Y DISPARÓ) EN ROCA FIJA A TODO COSTO, INCLUYE MOVILIZACIÓN Y DESMOVILIZACIÓN DE EQUIPOS PARA EL PROYECTO: CREACIÓN Y MEJORAMIENTO DE LA CARRETERA SAN JOSÉ DE CHOYMACOTA TRAMO PUTIS ¿ APULEMA ¿ PACHACHACA - CHONGOS, DISTRITO DE SANTILLANA,",PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-03-26T10:20:00-05:00,,Concurso Público de Servicios,services,services,1525000.0,PEN,Soles,1525000.0,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,34,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-27T00:01:00-05:00,2026-04-08T23:59:00-05:00,12
ocds-dgv273-seacev3-1192726,ocds-dgv273-seacev3-1192726-2026-08-22T10:44:43.515956-05:00,compiled,2026-08-22T10:44:43.515944-05:00,ocds-dgv273-seacev3-1192726,2026-08-22T10:44:43.515962-05:00,tender,PE-CONSUCODE-10353,GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,Fondos Públicos,,,73522.0,PEN,Soles,1192726,DIRECTA-DIRECTA-5-2026-GR.LAMB/PEOT-1,ADQUISICIÓN DE ELECTRODOMÉSTICOS PARA LAS SALAS DE LOS MÓDULOS Y LAS OFICINAS DEL CAMPAMENTO EN LAS OBRAS DEL\nPROYECTO TRASVASE OLMOS,PE-CONSUCODE-10353,GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,2026-03-03T19:11:00-05:00,direct,Contratación Directa,goods,goods,73522.0,PEN,Soles,73522.0,,,1,False,2026-03,añoPublicacionProceso;mesPublicacionProceso,,,
ocds-dgv273-seacev3-2026-2382-22,ocds-dgv273-seacev3-2026-2382-22-2026-08-22T10:44:21.794430-05:00,compiled,2026-08-22T10:44:21.794417-05:00,ocds-dgv273-seacev3-2026-2382-22,2026-08-22T10:44:21.794435-05:00,tender,PE-CONSUCODE-2382,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD,Fondos Públicos,,,,,,1200118,CP-ABR-3-2026-SEDALIB SA-1,"SERVICIO DE CONFECCIÓN DE UNIFORME DE VERANO E INVIERNO PARA PERSONAL OBRERO, SEGÚN PACTO COLECTIVO PERIODO 2026",PE-CONSUCODE-2382,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD,2026-03-26T10:52:00-05:00,,Concurso Público Abreviado,services,services,326285.0,PEN,Soles,326285.0,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-27T00:01:00-05:00,2026-03-31T23:59:00-05:00,4
ocds-dgv273-seacev3-1198381,ocds-dgv273-seacev3-1198381-2026-08-22T10:44:03.233247-05:00,compiled,2026-08-22T10:44:03.233234-05:00,ocds-dgv273-seacev3-1198381,2026-08-22T10:44:03.233252-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA - DISTRITO DE SANTIAGO - PROVINCIA DE CUSCO - REGION CUSCO,2361679,,,,1198381,COMPRE-COMPRE-9-2026-GR CUSCO-1,"CONTRATACION DE ESCALERA DE ALUMINIO DE 10 PASOS PARA EL PROYECTO (0151) MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA, DISTRITO DE SANTIAGO - PROVINCIA DE CUSCO - REGION CUSCO.",PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-03-20T14:49:00-05:00,open,Comparación de Precios,goods,goods,99970.5,PEN,Soles,99970.5,2026-03-20T00:00:00-05:00,2026-03-20T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1201769,ocds-dgv273-seacev3-1201769-2026-08-22T10:44:03.223674-05:00,compiled,2026-08-22T10:44:03.223661-05:00,ocds-dgv273-seacev3-1201769,2026-08-22T10:44:03.223679-05:00,tender,PE-CONSUCODE-805,MUNICIPALIDAD PROVINCIAL DE ESPINAR,Fondos Públicos,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VÍAS LOCALES DE LA URB. DOMINGO HUARCA EN EL CENTRO POBLADO YAURI,   DISTRITO DE ESPINAR DE LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO",2653299,,,,1201769,CP-ABR-28-2026-MPE-OC-1,"CONTRATACION DEL SERVICIO DE ALQUILER DE CARGADOR FRONTAL PARA EL PROYECTO: ""CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN LAS VÍAS LOCALES DE LA URB. DOMINGO HUARCA EN EL CENTRO POBLADO YAURI, DISTRITO DE ESPINAR DE LA PROVINCIA DE ESPINAR DEL DEPARTAMENTO DE CUSCO""",PE-CONSUCODE-805,MUNICIPALIDAD PROVINCIAL DE ESPINAR,2026-03-31T12:50:00-05:00,,Concurso Público Abreviado,services,services,85850.0,PEN,Soles,85850.0,2026-03-31T00:00:00-05:00,2026-03-31T00:00:00-05:00,16,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-04-01T00:01:00-05:00,2026-04-07T23:59:00-05:00,6
ocds-dgv273-seacev3-1195409,ocds-dgv273-seacev3-1195409-2026-08-22T10:44:03.184842-05:00,compiled,2026-08-22T10:44:03.184829-05:00,ocds-dgv273-seacev3-1195409,2026-08-22T10:44:03.184847-05:00,tender,PE-CONSUCODE-205010,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,Fondos Públicos,,,,,,1195409,LP-SM-1-2026-CS-MDSA-1,"ADQUISICION DE JUEGOS RECREATIVOS PARA LA OBRA MEJORAMIENTO DE LOSA DEPORTIVA Y CREACION DE AREA RECREATIVA EN LA ASOCIACION ENRIQUE LOPEZ ALBUJAR EN EL DISTRITO DE SAN ANTONIO, MARISCAL NIEO, MOQUEGUA.",PE-CONSUCODE-205010,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,2026-03-11T19:19:00-05:00,open,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-03-11T00:00:00-05:00,2026-03-11T00:00:00-05:00,,True,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-12T00:01:00-05:00,2026-03-20T23:59:00-05:00,8
ocds-dgv273-seacev3-2026-397-27,ocds-dgv273-seacev3-2026-397-27-2026-08-22T10:44:02.891242-05:00,compiled,2026-08-22T10:44:02.891227-05:00,ocds-dgv273-seacev3-2026-397-27,2026-08-22T10:44:02.891247-05:00,tender,PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,Fondos Públicos,,,369600.0,PEN,Soles,1194812,LP-ABR-7-2026-MPA-1,"ADQUISICIÓN DE MEZCLA DE HOJUELAS PRECOCIDAS DE KIWICHA, QUINUA, AVENA, CAÑIHUA, TRIGO FORTIFICADO CON VITAMINAS Y MINERALES PARA EL PROGRAMA VASO DE LECHE 2026",PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,2026-03-10T16:34:00-05:00,,Licitación Pública Abreviada,goods,goods,369600.0,PEN,Soles,369600.0,2026-03-10T00:00:00-05:00,2026-03-10T00:00:00-05:00,3,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-11T00:01:00-05:00,2026-03-13T23:59:00-05:00,2
ocds-dgv273-seacev3-2026-22-11,ocds-dgv273-seacev3-2026-22-11-2026-08-22T10:43:44.084178-05:00,compiled,2026-08-22T10:43:44.084166-05:00,ocds-dgv273-seacev3-2026-22-11,2026-08-22T10:43:44.084183-05:00,tender,PE-CONSUCODE-22,MINISTERIO DE SALUD,Fondos Públicos,"ADQUISICION DE MAMOGRAFO; EN EL(LA) HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA  DISTRITO DE ABANCAY, PROVINCIA ABANCAY, DEPARTAMENTO APURIMAC,ADQUISICION DE SISTEMA DE VIDEO BRONCOSCOPIA Y MAMOGRAFO; EN EL(LA) ELEAZAR GUZMAN BARRON  DISTRITO DE NUEVO CHIMBOTE, PROVINCIA SANTA, DEPARTAMENTO ANCASH,ADQUISICION DE MAMOGRAFO; EN EL(LA) CARLOS MONJE MEDRANO  DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO,ADQUISICION DE MAMOGRAFO; EN EL(LA) HOSPITAL NACIONAL ARZOBISPO LOAYZA  DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA,ADQUISICION DE SISTEMA DE VIDEO BRONCOSCOPIA Y MAMOGRAFO; EN EL(LA) HOSPITAL NACIONAL HIPOLITO UNANUE  DISTRITO DE EL AGUSTINO, PROVINCIA LIMA, DEPARTAMENTO LIMA,ADQUISICION DE MAMOGRAFO; EN EL(LA) HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION  DISTRITO DE HUANCAYO, PROVINCIA HUANCAYO, DEPARTAMENTO JUNIN,ADQUISICION DE MAMOGRAFO; EN EL(LA) HOSPITAL REGIONAL HERMILIO VALDIZAN  DISTRITO DE HUANUCO, PROVINCIA HUANUCO, DEPARTAMENTO HUANUCO","2677896,2677865,2678047,2680759,2678187,2677977,2680790",,,,1198780,LP Homologación-ABR-1-2026-MINSA-1,ADQUISICIÓN DE MAMÓGRAFOS DIGITAL PARA LOS ESTABLECIMIENTOS DE SALUD DE LIMA METROPOLITANA Y REGIONES PRIORIZADAS A NIVEL NACIONAL DEL MINSA,PE-CONSUCODE-22,MINISTERIO DE SALUD,2026-03-23T09:56:00-05:00,,Licitación Pública Abreviada Homologación,goods,goods,14643961.6,PEN,Soles,14643961.6,2026-03-23T00:00:00-05:00,2026-03-23T00:00:00-05:00,17,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-24T00:01:00-05:00,2026-03-26T23:59:00-05:00,2
ocds-dgv273-seacev3-1194318,ocds-dgv273-seacev3-1194318-2026-08-22T10:43:44.058090-05:00,compiled,2026-08-22T10:43:44.058077-05:00,ocds-dgv273-seacev3-1194318,2026-08-22T10:43:44.058095-05:00,tender,PE-CONSUCODE-488,MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. AREQUIPA DESDE LA CALLE MANCO CAPAC HASTA LA CALLE ATAHUALPA, CALLE HUASCAR, CALLE HUAYNA CAPAC LLEGANDO A LA CALLE CAPAC YUPANQUI HASTA LA CALLE MACHU PICHU  DE CENTRO POBLADO ASENTAMIENTO VII SAN CAMILO DISTRITO DE COCACHACRA DE LA PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA",2656068,189873.0,PEN,Soles,1194318,SIE-SIE-4-2026-MPI-1,"ADQUISICIÓN DE CEMENTO HIDRÁULICO TIPO MS PARA LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. AREQUIPA DESDE LA CALLE MANCO CAPAC HASTA LA CALLE ATAHUALPA, CALLE HUASCAR, CALLE HUAYNA CAPAC LLEGANDO A LA CALLE CAPAC YUPANQUI HASTA LA CALLE MACHU PICHU DE CENTRO POBLADO ASENTAMIENT",PE-CONSUCODE-488,MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO,2026-03-09T15:47:00-05:00,open,Subasta Inversa Electrónica,goods,goods,189873.0,PEN,Soles,189873.0,2026-03-09T00:00:00-05:00,2026-03-09T00:00:00-05:00,7,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1194324,ocds-dgv273-seacev3-1194324-2026-08-22T10:43:43.957199-05:00,compiled,2026-08-22T10:43:43.957187-05:00,ocds-dgv273-seacev3-1194324,2026-08-22T10:43:43.957205-05:00,tender,PE-CONSUCODE-274,MUNICIPALIDAD DISTRITAL DE NEPEÑA,Fondos Públicos,"ADQUISICION DE EQUIPO DE BOMBEO; REMODELACION DE RESERVORIO Y RED DE DISTRIBUCION; EN EL(LA) SERVICIO DE AGUA POTABLE DE LOS SECTORES MAQUINA NUEVA Y MAQUINA VIEJA,  DISTRITO DE NEPEÑA, PROVINCIA SANTA, DEPARTAMENTO ANCASH",2643735,306989.34,PEN,Soles,1194324,LP-ABR-1-2026-MDN-2,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿ADQUISICIÓN DE EQUIPO DE BOMBEO; REMODELACIÓN DE RESERVORIO Y RED DE DISTRIBUCIÓN; EN EL(LA) SERVICIO DE AGUA POTABLE DE LOS SECTORES MÁQUINA NUEVA Y MÁQUINA VIEJA, DISTRITO DE NEPEÑA, PROVINCIA SANTA, DEPARTAMENTO ANCASH¿",PE-CONSUCODE-274,MUNICIPALIDAD DISTRITAL DE NEPEÑA,2026-03-09T16:10:00-05:00,,Licitación Pública Abreviada,works,works,306989.34,PEN,Soles,306989.34,2026-03-09T00:00:00-05:00,2026-03-09T00:00:00-05:00,7,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-10T00:01:00-05:00,2026-03-12T23:59:00-05:00,2
ocds-dgv273-seacev3-2026-1194-1,ocds-dgv273-seacev3-2026-1194-1-2026-08-22T10:43:43.889238-05:00,compiled,2026-08-22T10:43:43.889225-05:00,ocds-dgv273-seacev3-2026-1194-1,2026-08-22T10:43:43.889243-05:00,tender,PE-CONSUCODE-1194,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL SECTOR SANTA VERONICA, DISTRITO DE LA ESPERANZA - TRUJILLO - LA LIBERTAD",2373883,2106117.06,PEN,Soles,1195657,LP-ABR-1-2026-MDE/C-1,"EJECUCION DE OBRA: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL SECTOR SANTA VERONICA, DISTRITO DE LA ESPERANZA - TRUJILLO - LA LIBERTAD / V ETAPA: CALLE MARCO DEL PONT CON CODIGO UNICO DE INVERSIÓN 2373883",PE-CONSUCODE-1194,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,2026-03-12T17:00:00-05:00,,Licitación Pública Abreviada,works,works,2106117.06,PEN,Soles,2106117.06,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-13T00:01:00-05:00,2026-03-17T23:59:00-05:00,4
ocds-dgv273-seacev3-1219532,ocds-dgv273-seacev3-1219532-2026-08-22T10:43:25.870157-05:00,compiled,2026-08-22T10:43:25.870144-05:00,ocds-dgv273-seacev3-1219532,2026-08-22T10:43:25.870162-05:00,tender,PE-CONSUCODE-1308,MUNICIPALIDAD DISTRITAL DE ANCON,Fondos Públicos,,,,,,1219532,SIE-SIE-2-2026-OEC/MDA-1,ADQUISICION DE PRODUCTOS ALIMENTARIOS PARA LA MODALIDAD OLLAS COMUNES DEL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) DE LA MUNICIPALIDAD DISTRITLA DE ANCON- AÑOS FISCAL 2026,PE-CONSUCODE-1308,MUNICIPALIDAD DISTRITAL DE ANCON,2026-03-20T21:10:00-05:00,open,Subasta Inversa Electrónica,goods,goods,758468.4,PEN,Soles,758468.4,2026-03-20T00:00:00-05:00,2026-03-20T00:00:00-05:00,17,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1200316,ocds-dgv273-seacev3-1200316-2026-08-22T10:43:24.459963-05:00,compiled,2026-08-22T10:43:24.459950-05:00,ocds-dgv273-seacev3-1200316,2026-08-22T10:43:24.459968-05:00,tender,PE-CONSUCODE-200266,AUTORIDAD NACIONAL DEL AGUA,Fondos Públicos,,,,,,1200316,LP-ABR-2-2026-ANA-1,ADQUISICION DE CORRENTOMETRO ELECTROMAGNETICO PARA LA ADMINISTRACION LOCAL DEL AGUA ALTO AMAZONAS,PE-CONSUCODE-200266,AUTORIDAD NACIONAL DEL AGUA,2026-03-26T15:07:00-05:00,,Licitación Pública Abreviada,goods,goods,79621.15,PEN,Soles,79621.15,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-27T00:01:00-05:00,2026-03-31T23:59:00-05:00,4
