Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Documentos:ID,Entrega compilada:Licitación:Documentos:URL,Entrega compilada:Licitación:Documentos:Fecha de publicación,Entrega compilada:Licitación:Documentos:Formato,Entrega compilada:Licitación:Documentos:Tipo de Documento,Entrega compilada:Licitación:Documentos:Título,Entrega compilada:Licitación:Documentos:Idioma,Entrega compilada:Licitación:Documentos:Fecha de modificación,Entrega compilada:Licitación:Documentos:Descripción
ocds-dgv273-seacev3-1181800,ocds-dgv273-seacev3-1181800-2026-09-23T10:17:52.740997-05:00,1181800,24831474985843993,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=681f8368-b195-48b5-b644-5331b291607b,2026-02-03T19:16:19-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1181800,ocds-dgv273-seacev3-1181800-2026-09-23T10:17:52.740997-05:00,1181800,24831474985843994,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e9ae6f4d-c090-41f3-89b3-0bf849f7e43b,2026-02-03T19:16:20-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985828568,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=efcacd76-437c-483a-a3a8-2ae4f71a91d0,2026-01-06T19:20:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-01-13T20:49:59-05:00,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985832313,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c55a271f-9889-4542-8a9e-d7d955110923,2026-01-13T20:49:59-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-01-13T20:49:59-05:00,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985832314,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=152c931a-821b-4dbf-9349-692a9d805d53,2026-01-13T20:49:59-05:00,rar,biddingDocuments,Bases Integradas,es,2026-01-13T20:49:59-05:00,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985838108,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7af89441-2f2c-420c-a7cf-eeb6176280ea,2026-01-23T17:06:41-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985838109,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4ec1f254-531f-4207-8c61-597bdc6d1566,2026-01-23T17:06:42-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347,24831474985838110,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eb262176-2775-4220-8e95-bd62c87aea01,2026-01-23T17:06:42-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985839011,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dda967e1-8723-47ae-b267-71facd502252,2026-01-26T19:55:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-02T17:52:47-05:00,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985839012,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b36aa6ed-8a77-4a8c-a939-f4b895771314,2026-01-26T19:55:00-05:00,pdf,evaluationReports,Informe que sustenta la declaratoria de Desierto,es,2026-02-02T17:52:47-05:00,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985842973,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=977f203e-4f1c-4048-845f-fe8a8649055e,2026-02-02T17:52:47-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-02T17:52:47-05:00,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985842974,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8b4f9efe-6ec7-4497-bed6-563056b56097,2026-02-02T17:52:47-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-02T17:52:47-05:00,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985851128,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=dec1059e-4a52-4ca3-9379-2296f86a65e0,2026-02-13T13:26:26-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985851129,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=84d14f28-8e9e-4152-8f61-7e514b79c908,2026-02-13T13:26:27-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330,24831474985851130,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9009f8e2-9065-439f-95ac-3af32cf6d33a,2026-02-13T13:26:28-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1184427,ocds-dgv273-seacev3-1184427-2026-09-23T10:17:08.917590-05:00,1184427,24831474985831163,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=327dc4c9-4876-421d-99ab-c1fd8ae123cb,2026-01-12T11:46:00-05:00,docx,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1184427,ocds-dgv273-seacev3-1184427-2026-09-23T10:17:08.917590-05:00,1184427,24831474985831579,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b7740efd-ed5d-4ae6-8c4f-e274361ebead,2026-01-12T18:52:58-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1184427,ocds-dgv273-seacev3-1184427-2026-09-23T10:17:08.917590-05:00,1184427,24831474985831580,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=77d0248d-0b1c-4248-b2d4-8b03d932f8de,2026-01-12T18:52:58-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985839022,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=76394561-60e9-463f-a77b-c832ad53bd24,2026-01-26T19:57:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-06T21:04:08-05:00,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985846814,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cb9621a9-7149-46e0-b656-15f24bd51b6b,2026-02-06T21:04:07-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-06T21:04:08-05:00,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985846815,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b2c2c3d1-be80-488b-97d9-ec891133e701,2026-02-06T21:04:08-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-06T21:04:08-05:00,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985852396,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=31747419-9364-4a9e-aa5e-ef9a5950b88d,2026-02-16T17:24:38-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985852397,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3fc74936-3d40-4ebb-adc7-ae3813beafbb,2026-02-16T17:24:39-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367,24831474985852398,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cf83017f-664f-4f79-a72f-018ab70a0383,2026-02-16T17:24:40-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985837654,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e7f30cb1-6c0e-4487-bfcd-d239b7ffd491,2026-01-22T23:08:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-01-29T21:19:27-05:00,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985841569,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=06e08327-fab5-4567-862a-bc591adfe779,2026-01-29T21:19:26-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-01-29T21:19:27-05:00,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985841570,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=507a677e-9619-4acb-8d7f-a5ab09d1d19d,2026-01-29T21:19:27-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-01-29T21:19:27-05:00,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985846780,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=31506daa-a27e-478c-9fbc-9272b5c731e6,2026-02-06T20:34:01-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985846781,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4776a0e9-f9bf-43c4-8f26-46e1ca8a239b,2026-02-06T20:34:02-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153,24831474985846782,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=737987de-e87d-49dc-9427-cfb61b4c949a,2026-02-06T20:34:03-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474985903298,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0fac882d-fa21-48b4-90d1-529b65951f75,2026-01-30T19:40:00-05:00,zip,biddingDocuments,Bases Administrativas,es,2026-04-08T22:12:58-05:00,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474985906575,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4caaa87d-aa05-4ac9-838c-665d29b072b5,2026-04-08T22:12:57-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-04-08T22:12:58-05:00,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474985906576,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=47d2bf3b-ad32-4c32-a046-067a8c92d8a9,2026-04-08T22:12:58-05:00,zip,biddingDocuments,Bases Integradas,es,2026-04-08T22:12:58-05:00,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986015418,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2f8bd0e6-2020-4d05-b170-36b4767a6911,2026-07-03T16:31:58-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986015459,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fa1b17b8-1609-4a06-9302-df5becbbf0bf,2026-07-03T16:31:59-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986015460,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=300ca3c2-8821-4a13-a3a6-0f87dcfa780b,2026-07-03T16:31:59-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986055529,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cb64938d-fcf2-462c-ab2b-b15beaead66c,2026-08-12T10:52:54-05:00,pdf,,,es,,Blister
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986065507,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=50661b10-f252-4ba5-97bd-84a42493baf2,2026-08-20T09:55:02-05:00,pdf,,,es,,Blister
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986072341,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c0c50516-e7f4-4657-b8ee-5c1e545a57ae,2026-08-26T10:16:20-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986082884,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3d8b3846-8c5f-44f5-ba74-074f2727ca36,2026-09-03T11:51:44-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238,24831474986082892,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=705c0033-f448-4877-9777-7f4777929de1,2026-09-03T12:00:11-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1184766,ocds-dgv273-seacev3-1184766-2026-09-23T10:16:56.802672-05:00,1184766,24831474985834690,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b463cc61-7358-4431-b979-8e3a182ad387,2026-01-16T19:46:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1184766,ocds-dgv273-seacev3-1184766-2026-09-23T10:16:56.802672-05:00,1184766,24831474985842077,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4ffa8db3-42c0-4245-8bd2-1683be1cae63,2026-01-30T17:11:54-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1184766,ocds-dgv273-seacev3-1184766-2026-09-23T10:16:56.802672-05:00,1184766,24831474985842078,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=392c9f43-a9e9-46eb-a7b0-7427c6c150ae,2026-01-30T17:11:54-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1234-1,ocds-dgv273-seacev3-2026-1234-1-2026-09-23T10:16:56.688458-05:00,1184914,24831474985836233,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=599bd939-4420-4f82-9f66-d4ff220bbe20,2026-01-20T23:50:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-2026-1234-1,ocds-dgv273-seacev3-2026-1234-1-2026-09-23T10:16:56.688458-05:00,1184914,24831474985843352,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=037e02b4-6c6e-4fe6-b0cf-c4f466057df8,2026-02-02T23:56:51-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,1214329,24831474985948128,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e305c742-ea35-4e2d-94a5-0ea41c46a7b5,2026-05-12T17:30:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,1214329,24831474985983151,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6db9fc89-20f2-4b23-9418-51e41101123e,2026-06-08T15:15:57-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,1214329,24831474985983152,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ff1b7f93-c399-41ed-b774-1bfeabc42972,2026-06-08T15:15:57-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,1215414,24831474985951461,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=b75ed54f-c10d-4db1-8ee2-a202d4d4b830,2026-05-14T14:52:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,1215414,24831474985989937,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=951fb2cf-fed1-49c6-bdf5-aa73060d3d25,2026-06-12T09:16:37-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,1215414,24831474985989938,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=11f428e9-d55c-4b87-baeb-3dff18f28800,2026-06-12T09:16:38-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,1215821,24831474985952952,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8f65fa10-b882-4c1d-9b14-4e4497b0252d,2026-05-15T11:26:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,1215821,24831474985981726,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3951f965-64ee-4149-8c2f-4038a8c9fc4b,2026-06-05T16:22:54-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,1215821,24831474985981727,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fd8f5f26-51d7-4307-b7fc-e5bca47500c3,2026-06-05T16:22:54-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,1214536,24831474985948108,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c77ca0f1-826d-470b-9b04-7bd87b167540,2026-05-12T17:24:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,1214536,24831474985963279,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d2452937-e3d8-4608-aacf-22f0b00c6c49,2026-05-22T16:45:13-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,1214536,24831474985963281,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bb3e7d48-2c66-48cf-b23b-1c4f978d320e,2026-05-22T16:45:15-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1215437,ocds-dgv273-seacev3-1215437-2026-09-18T10:23:07.544026-05:00,1215437,24831474985951504,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6ed33638-553d-4cb6-9ae6-351f0dae8074,2026-05-14T15:18:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1215437,ocds-dgv273-seacev3-1215437-2026-09-18T10:23:07.544026-05:00,1215437,24831474985962935,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f65cb58e-6766-4c6a-b88c-37b0e01981db,2026-05-22T15:22:18-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
