Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,compiledRelease/tender/items/0/position,Entrega compilada:Licitación:Artículos que se adquirirán:Descripción,compiledRelease/tender/items/0/statusDetails,compiledRelease/tender/items/0/status,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Esquema,Entrega compilada:Licitación:Artículos que se adquirirán:Cantidad,compiledRelease/tender/items/0/totalValue/amount,compiledRelease/tender/items/0/totalValue/currency,compiledRelease/tender/items/0/totalValue/currencyName,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Nombre,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Esquema
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335948,101,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,67614.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335412,21,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,546825.92,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335406,17,"SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) Y MEDIOS DIGITALES (REDES SOCIALES) POR CREADORES DE CONTENIDO, INFLUENCERS Y SIMILARES PARA LAS ELECCIONES GENERALES ¿ EG2026",CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,616211.54,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335450,28,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,410390.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335434,20,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,565650.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336157,106,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,62728.92,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336224,127,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,50730.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335548,42,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (RADIALES Y TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,262158.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21336193,117,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,58500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,1235823,21335426,18,SERVICIO DE TRANSMISIÓN DE LA FRANJA ELECTORAL EN MEDIOS DE COMUNICACIÓN (TELEVISIVOS) PARA LAS ELECCIONES GENERALES ¿ EG2026,CONVOCADO,active,8212150600228457,SERVICIO DE TRANSMISION DE SPOT PUBLICITARIO EN TV,CUBSO,1.0,574660.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
